variant_id,activation_rule_id,signal_settings_id,david_settings,stochastic_settings,symbol_universe,bar_path_mode,target_mode,target_adr,spacing_adr,min_ma_expansion_adr,grid_add_mode,date_range,price_bundle_id,warehouse_manifest_id,warehouse_hash,weeks_replayed,pairs_replayed,initial_deposit_usd,final_balance_usd,final_equity_before_liquidation_usd,final_equity_after_liquidation_usd,net_profit_usd,closed_price_pnl_usd,end_liquidation_price_pnl_usd,total_price_pnl_usd,total_commission_usd,total_swap_usd,target_reset_count,entries_opened,closed_positions,end_liquidation_positions,max_open_positions,max_long_positions,max_short_positions,max_add_depth,max_fill_age_days,position_days,max_equity_drawdown_usd,max_balance_drawdown_usd,weekly_equity_profit_factor,activation_checks,activation_blocked_long,activation_blocked_short,activation_blocked_expansion,activation_started_long,activation_started_short,activation_long_allow_pct,activation_short_allow_pct,mt5_reference_net_profit_usd,mt5_reference_commission_usd,mt5_reference_swap_usd,mt5_reference_end_liquidation_net_usd,mt5_reference_max_open_positions,mt5_reference_end_liquidation_positions,net_delta_vs_mt5_usd,summary_only,metric_semantics,content_hash
RAW_GRID_T100_S020_GATE90_RAW_BOTH,raw_both,DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA100_RSI50_60_40,100_3_100_80_20_low_high_simple_main_only,"AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY",close,david_ma_reversion,1,0.1,0.1,adverse_only,2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,5,28,10000,11550.71,11550.71,11550.71,1550.71,3173.6,-846.06,2327.54,-583.56,-193.27,4662,9726,9726,253,327,202,165,51,14.48,4657.7,-269.74,0,6.748883,1329874,672735,652449,1325184,2352,2338,0.35,0.36,174.51,-400.8,-4144.01,-5590.01,170,149,1376.2,true,continuous_carried_position_truth_replay,2320ADA8CC1C8D4ABE1C92BB51FB0AC5A36D8A3A64EA33D3D97210874BB1CC6B
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,david_contra,DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA100_RSI50_60_40,100_3_100_80_20_low_high_simple_main_only,"AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY",close,david_ma_reversion,1,0.1,0.1,adverse_only,2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,5,28,10000,11308.4,11308.4,11308.4,1308.4,2680.94,-759.21,1921.74,-449.64,-163.69,3500,7494,7494,214,282,176,151,40,14.46,4101.37,-357.65,0,4.658372,1423097,720053,699527,567325,1758,1759,0.24,0.25,174.51,-400.8,-4144.01,-5590.01,170,149,1133.89,true,continuous_carried_position_truth_replay,D4C5F4A9EA19E46B6D796D5073269A32414202944CC484F13F5E6A91772D0E78
RAW_GRID_T100_S020_GATE90_DAVID_STOCH_RELEASE,david_stoch_release,DAVID_LWMA100_RSI50_60_40__STOCH_100_3_100_80_20_low_high_simple_main_only,LWMA100_RSI50_60_40,100_3_100_80_20_low_high_simple_main_only,"AUDCAD,AUDCHF,AUDJPY,AUDNZD,AUDUSD,CADCHF,CADJPY,CHFJPY,EURAUD,EURCAD,EURCHF,EURGBP,EURJPY,EURNZD,EURUSD,GBPAUD,GBPCAD,GBPCHF,GBPJPY,GBPNZD,GBPUSD,NZDCAD,NZDCHF,NZDJPY,NZDUSD,USDCAD,USDCHF,USDJPY",close,david_ma_reversion,1,0.1,0.1,adverse_only,2026-05-03T23:00:00.000Z..2026-05-31T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,5,28,10000,10014.98,10014.98,10014.98,14.98,27.44,0,27.44,-4.86,-7.6,31,81,81,0,30,30,6,23,3.81,84.35,-107.42,0,1.139492,1837665,917404,920230,2271,16,15,0,0,174.51,-400.8,-4144.01,-5590.01,170,149,-159.53,true,continuous_carried_position_truth_replay,576A235A46A225C30573672044BCE2CCF4509FCFBDD2DCA09D260E0C1EDF74D1
