variant_id,pair,side,close_reason,close_timestamp_utc,anchor_week_open_utc,fill_count,adverse_fill_count,expansion_fill_count,price_pnl_adr,price_pnl_usd,commission_usd,swap_usd,net_usd,min_pnl_adr,max_pnl_adr,reset_ordinal_at_start,completed_reset_ordinal,max_fill_age_days,content_hash
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,SHORT,target,2020-01-06T06:15:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.031897,3.644012,-0.18,0.005931,3.469942,-0.199034,1.031897,0,1,0.21875,CDF7CCF04C19066CDAF18F7C0F3208FA3AD45CE6C536C0D88AE211B7126824BD
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,SHORT,target,2020-01-06T14:46:00.000Z,2020-01-06T00:00:00.000Z,3,2,0,1.056536,3.727838,-0.18,0.009653,3.557491,-0.935087,1.056536,1,2,0.354861,F6DF7863F4F57CF83A1CED272B404FCB6A70A143934F9D4EE3C4D419FD8060B0
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,SHORT,target,2020-01-07T05:59:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.45705,5.135403,-0.18,0.014562,4.969965,-0.368155,1.45705,2,3,0.634028,63D29BA86394839664821DC5CEED13A5B373E3454621A3CCFAA6A68C63700A89
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,SHORT,target,2020-01-07T09:24:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.040694,3.654978,-0.18,0.002944,3.477922,-0.474448,1.040694,3,4,0.142361,4FF322BE57AD7DFDEDF4414D6C57BA23CCD631E907E97B793608D74A3730B7E4
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,SHORT,target,2020-01-07T23:28:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.030384,3.598589,-0.18,0.016375,3.434964,-0.780159,1.030384,4,5,0.586111,232B980818FE4741E927333632F8AEC562C9E0C7E79E3CD22F6952554592D44F
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,LONG,target,2020-01-09T07:39:00.000Z,2020-01-06T00:00:00.000Z,14,13,0,1.025768,3.420208,-0.84,-2.910711,-0.330503,-18.3343,1.025768,0,1,3.277083,B084F6228622FB1602C65F2EB7AF38D66C5D272960D5C699B2448ACE8006CC2A
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,LONG,target,2020-01-09T15:49:00.000Z,2020-01-06T00:00:00.000Z,3,1,1,1.003445,3.488869,-0.18,-0.06107,3.247799,-0.535691,1.003445,1,2,0.340278,258460F00EA095C1BB57B1018DB8DD78824403BA8D4915334812F414D5BFC4E6
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,LONG,target,2020-01-10T00:31:00.000Z,2020-01-06T00:00:00.000Z,4,3,0,1.22803,4.278668,-0.24,-0.092974,3.945694,-1.318091,1.22803,2,3,0.3625,B27AABA49F3DC82484C3B5B6B9B1BC5A54914AF0C58B1CD374C2820E59F9C5DB
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,LONG,target,2020-01-10T04:25:00.000Z,2020-01-06T00:00:00.000Z,4,0,3,1.045065,4.759997,-0.24,-0.044767,4.475229,-0.870403,1.045065,3,4,0.1625,38FFDB9C0017BEA34D1CB9BB1EF5B8834C38BF80E51DB22F18E125A2037DBEF4
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,LONG,target,2020-01-10T11:32:00.000Z,2020-01-06T00:00:00.000Z,3,1,1,1.012579,4.619999,-0.18,-0.044449,4.39555,-0.223445,1.012579,4,5,0.296528,D3FD33628F01183C92BCA9C0F4FB5AA8973AB7CDC064B84AF39EA127CE976BD1
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,LONG,target,2020-01-10T15:11:00.000Z,2020-01-06T00:00:00.000Z,4,3,0,1.055511,3.68735,-0.24,-0.036043,3.411307,-1.0394,1.055511,5,6,0.152083,058C3E822A59C09703B59C12ECA0C3B765DCD8BAEE92DFEBFD4B624AD2FCC76C
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCAD,LONG,target,2020-01-10T15:58:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.050114,3.677373,-0.18,-0.00554,3.491833,0,1.050114,6,7,0.032639,4375934F3B5F06ED69F54FF2A15F40A0F992D2529CF96CF86439E8B62FFE7BC9
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCHF,SHORT,target,2020-01-06T06:14:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.007336,4.087856,-0.18,0.006083,3.91394,-0.03818,1.007336,0,1,0.218056,AF05734620AE2564261B9DB2D0BBC93E167ACE830F4B3F55FD075BD55127E120
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCHF,SHORT,target,2020-01-06T13:32:00.000Z,2020-01-06T00:00:00.000Z,3,2,0,1.013213,4.117735,-0.18,0.007972,3.945707,-0.77026,1.013213,1,2,0.304167,B5BFB186A9723B061611D3E7A53785F96DEEE2A33AAD9B7CACC679748B874040
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCHF,SHORT,target,2020-01-07T05:59:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.329846,5.385661,-0.18,0.018458,5.22412,-0.314032,1.329846,2,3,0.685417,51A2F5B64E8E23AC30B28FF60D42DA125A24625B6875273075BA9F10C46AF8D8
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCHF,SHORT,target,2020-01-07T10:40:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.038211,4.180951,-0.18,0.004507,4.005458,-0.654794,1.038211,3,4,0.195139,AB33D901E1C45F3225F7EEDD182E00515DCF7DDDEC38BCBE5AF0E5D23E74BC46
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCHF,SHORT,target,2020-01-07T17:48:00.000Z,2020-01-06T00:00:00.000Z,3,0,2,1.116001,4.485885,-0.18,0.007201,4.313086,-0.793607,1.116001,4,5,0.297222,8A5F5C39A46E7FC3BE4265E5A3E4DB459AE257A55FE58FCB902352EBDB0812F9
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCHF,SHORT,target,2020-01-07T23:23:00.000Z,2020-01-06T00:00:00.000Z,3,1,1,1.269619,5.097413,-0.18,0.004458,4.921871,-0.293043,1.269619,5,6,0.232639,9A67FA468BE23B0E8C311036D201EDB48B05A4DDA38D1AB2D408637401B072A4
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCHF,SHORT,target,2020-01-08T00:15:00.000Z,2020-01-06T00:00:00.000Z,3,1,1,1.218534,4.890109,-0.18,0.000708,4.710817,-0.652594,1.218534,6,7,0.036111,D3626376AB819DFAB9060291AF7A59DA16D4F71D1E62B2FE898EE303E7D054E6
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCHF,SHORT,target,2020-01-08T15:20:00.000Z,2020-01-06T00:00:00.000Z,8,6,1,1.143456,4.621696,-0.48,0.045757,4.187453,-6.685684,1.143456,7,8,0.628472,D7048622BD4481212F8EEF7DFD6CFE579CF5AAD7F72D546729D55360326A4D4B
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCHF,LONG,target,2020-01-08T17:28:00.000Z,2020-01-06T00:00:00.000Z,17,16,0,1.840528,6.986696,-1.02,-2.437501,3.529196,-30.016693,1.840528,0,1,2.686111,5549E1E7BDAB1EB7EB7022419A6A1B938E7D3B54E79D32AEF6FE6C5B2D93EC8B
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCHF,SHORT,target,2020-01-09T13:46:00.000Z,2020-01-06T00:00:00.000Z,8,7,0,1.126493,4.560891,-0.48,0.066986,4.147877,-5.525331,1.126493,8,9,0.934722,9DF9FAF6AE924CF2F653BB03AC0858B7C2354DA9442C766AABA96BF3304AD080
RAW_HEDGED_GRID_T100_S020_CONTINUOUS_TRUTH,AUDCHF,LONG,target,2020-01-10T00:31:00.000Z,2020-01-06T00:00:00.000Z,6,4,1,1.496851,5.979159,-0.36,-0.423539,5.195619,-3.027116,1.496851,1,2,1.29375,58E70969330E0986D44309AF033E69B899EF5359994036E4578BB6F821021CA2
