variant_id,cutoff_hour_ny,profit_condition,source_trade_rows,overlay_trade_rows,closed_trade_rows,terminal_liquidations_remaining,open_inventory_count,weekly_cutoff_closures_count,carried_loss_count,carried_nonqualified_count,corrected_closed_net_actual,terminal_inventory_net_actual,terminal_inventory_loss_actual,corrected_closed_plus_marked_net_actual,corrected_profit_factor_closed_plus_marked,max_month_end_marked_dd_actual,worst_month,worst_marked_month_delta_actual,terminal_inventory_loss_share_of_closed_net,terminal_inventory_net_loss_share_of_closed_net,avg_hold_reduction_hours,avg_cutoff_closure_hold_reduction_hours,top_pair,top_pair_net_actual,top_pair_contribution_pct,top_3_pairs,top_3_pair_net_actual,top_3_pair_contribution_pct,stress_double_commission_net,stress_double_commission_profit_factor,stress_slippage_0_1_net,stress_slippage_0_1_profit_factor,baseline_closed_plus_marked_net_actual,baseline_terminal_loss_share_of_closed_net,baseline_top_pair_contribution_pct,baseline_top_3_pair_contribution_pct,baseline_stress_double_commission_net,baseline_stress_slippage_0_1_net,fixes_gate95r_failure_reason,concentration_not_worse,cost_fragility_not_worse,materially_improves_terminal_inventory,materially_improves_pair_concentration,decision_improved_row,decision_reason,content_hash
adr_event_0_05_type3_long_only,12,corrected_marked_net_gt_1x_commission,8912,8912,8556,356,356,1011,17720,17767,38497.96,-18595.67,-18675.14,19902.29,2.06571,-4617.56,2025-06,-4617.56,0.485094,0.48303,23.498965,207.144193,AUDCHF,9442.66,47.4451,AUDCHF|AUDCAD|AUDJPY,18370.02,92.301054,18654.61,1.99654,19721.42,2.05557,21203.43,0.47848,47.404787,90.979609,19955.75,21022.57,false,false,true,false,false,false,0_05_terminal_inventory_not_materially_improved;0_05_pair_concentration_not_materially_improved;gate95r_failure_reason_not_fixed;concentration_worse_or_missing,AE012D5CCF7B2A047E1C356FFD2CF9AA56950441CF6303E5A5428FC3D0CA680E
adr_event_0_05_type3_long_only,14,corrected_marked_net_gt_1x_commission,8912,8912,8556,356,356,1011,17720,17767,38497.96,-18595.67,-18675.14,19902.29,2.06571,-4617.56,2025-06,-4617.56,0.485094,0.48303,23.27208,205.144193,AUDCHF,9442.66,47.4451,AUDCHF|AUDCAD|AUDJPY,18370.02,92.301054,18654.61,1.99654,19721.42,2.05557,21203.43,0.47848,47.404787,90.979609,19955.75,21022.57,false,false,true,false,false,false,0_05_terminal_inventory_not_materially_improved;0_05_pair_concentration_not_materially_improved;gate95r_failure_reason_not_fixed;concentration_worse_or_missing,A79F98F1B914AAA71B97EE72207659555EA406A2841B7951C45B37D0E8739775
adr_event_0_05_type3_long_only,16,corrected_marked_net_gt_1x_commission,8912,8912,8556,356,356,1011,17720,17767,38497.96,-18595.67,-18675.14,19902.29,2.06571,-4617.56,2025-06,-4617.56,0.485094,0.48303,23.045195,203.144193,AUDCHF,9442.66,47.4451,AUDCHF|AUDCAD|AUDJPY,18370.02,92.301054,18654.61,1.99654,19721.42,2.05557,21203.43,0.47848,47.404787,90.979609,19955.75,21022.57,false,false,true,false,false,false,0_05_terminal_inventory_not_materially_improved;0_05_pair_concentration_not_materially_improved;gate95r_failure_reason_not_fixed;concentration_worse_or_missing,482098E22786836D35FB01B6CDC84879BF94B4C5370DA1D430E0FD6647796C66
adr_event_0_05_type3_long_only,18,corrected_marked_net_gt_1x_commission,8912,8912,8556,356,356,1011,17720,17767,38497.96,-18595.67,-18675.14,19902.29,2.06571,-4617.56,2025-06,-4617.56,0.485094,0.48303,22.81831,201.144193,AUDCHF,9442.66,47.4451,AUDCHF|AUDCAD|AUDJPY,18370.02,92.301054,18654.61,1.99654,19721.42,2.05557,21203.43,0.47848,47.404787,90.979609,19955.75,21022.57,false,false,true,false,false,false,0_05_terminal_inventory_not_materially_improved;0_05_pair_concentration_not_materially_improved;gate95r_failure_reason_not_fixed;concentration_worse_or_missing,B1B41B2ACC968F755B15ED73474D597101CC6107A8F7399B70517B3FD507FACE
adr_event_0_075_type3_long_only,12,corrected_marked_net_gt_0,2621,2621,2507,114,114,405,4503,4503,12491.18,-1787.53,-2106.76,10703.65,6.080628,-1000.04,2025-09,-679,0.16866,0.143103,29.842876,193.131302,AUDCHF,4295.07,40.127117,AUDCHF|AUDUSD|NZDCHF,9814.05,91.688819,10336.71,5.881842,10645.06,6.048735,11589.14,0.138387,39.790702,92.126505,11222.2,11530.56,false,false,true,false,false,false,reference_or_control_row,9E43F685C7ABF5ABF68127873343C926A64220AA14F90584E56A95F56B02D0F3
adr_event_0_075_type3_long_only,14,corrected_marked_net_gt_0,2621,2621,2507,114,114,405,4503,4503,12491.18,-1787.53,-2106.76,10703.65,6.080628,-1000.04,2025-09,-679,0.16866,0.143103,29.533833,191.131302,AUDCHF,4295.07,40.127117,AUDCHF|AUDUSD|NZDCHF,9814.05,91.688819,10336.71,5.881842,10645.06,6.048735,11589.14,0.138387,39.790702,92.126505,11222.2,11530.56,false,false,true,false,false,false,reference_or_control_row,1D86D511E77CA604EB7E0E4232F564CD5055216A9DCA9E34781B6CBE8854D671
adr_event_0_075_type3_long_only,16,corrected_marked_net_gt_0,2621,2621,2507,114,114,405,4503,4503,12491.18,-1787.53,-2106.76,10703.65,6.080628,-1000.04,2025-09,-679,0.16866,0.143103,29.224791,189.131302,AUDCHF,4295.07,40.127117,AUDCHF|AUDUSD|NZDCHF,9814.05,91.688819,10336.71,5.881842,10645.06,6.048735,11589.14,0.138387,39.790702,92.126505,11222.2,11530.56,false,false,true,false,false,false,reference_or_control_row,FA84F0175AF83A90C0E2727D76B61A84E0B156695C0864E2CB52D6093114512D
adr_event_0_075_type3_long_only,18,corrected_marked_net_gt_0,2621,2621,2507,114,114,405,4503,4503,12491.18,-1787.53,-2106.76,10703.65,6.080628,-1000.04,2025-09,-679,0.16866,0.143103,28.915749,187.131302,AUDCHF,4295.07,40.127117,AUDCHF|AUDUSD|NZDCHF,9814.05,91.688819,10336.71,5.881842,10645.06,6.048735,11589.14,0.138387,39.790702,92.126505,11222.2,11530.56,false,false,true,false,false,false,reference_or_control_row,14CF223DC1074BFE80460CA8F781E5B94E39E4DB29D63921951744D78FB316E2
adr_event_0_075_type3_long_only,12,corrected_marked_net_gt_1x_commission,2621,2621,2506,115,115,390,4565,4581,12548.66,-1819.87,-2139.1,10728.79,6.015562,-1049.31,2025-09,-705.49,0.170464,0.145025,25.137817,168.939021,AUDCHF,4313.41,40.204096,AUDCHF|AUDUSD|NZDCHF,9839.19,91.708292,10361.85,5.822245,10670.2,5.984185,11589.14,0.138387,39.790702,92.126505,11222.2,11530.56,false,false,true,false,false,false,reference_or_control_row,ACDCF42E6A56117628CE36265569C340FC9EDAC71FF959C8952143697472F1DF
adr_event_0_075_type3_long_only,14,corrected_marked_net_gt_1x_commission,2621,2621,2506,115,115,390,4565,4581,12548.66,-1819.87,-2139.1,10728.79,6.015562,-1049.31,2025-09,-705.49,0.170464,0.145025,24.840221,166.939021,AUDCHF,4313.41,40.204096,AUDCHF|AUDUSD|NZDCHF,9839.19,91.708292,10361.85,5.822245,10670.2,5.984185,11589.14,0.138387,39.790702,92.126505,11222.2,11530.56,false,false,true,false,false,false,reference_or_control_row,9B49048A83E8199D7DA5E069FBC4A1F278E98EFBF0BF63C8F6E4127DD7589FEF
adr_event_0_075_type3_long_only,16,corrected_marked_net_gt_1x_commission,2621,2621,2506,115,115,390,4565,4581,12548.66,-1819.87,-2139.1,10728.79,6.015562,-1049.31,2025-09,-705.49,0.170464,0.145025,24.542624,164.939021,AUDCHF,4313.41,40.204096,AUDCHF|AUDUSD|NZDCHF,9839.19,91.708292,10361.85,5.822245,10670.2,5.984185,11589.14,0.138387,39.790702,92.126505,11222.2,11530.56,false,false,true,false,false,false,reference_or_control_row,CA8EC4E74D7A95737F5094F14E0B0EB5415D1D624DDC503DA81F6639D32BC2A3
adr_event_0_075_type3_long_only,18,corrected_marked_net_gt_1x_commission,2621,2621,2506,115,115,390,4565,4581,12548.66,-1819.87,-2139.1,10728.79,6.015562,-1049.31,2025-09,-705.49,0.170464,0.145025,24.245028,162.939021,AUDCHF,4313.41,40.204096,AUDCHF|AUDUSD|NZDCHF,9839.19,91.708292,10361.85,5.822245,10670.2,5.984185,11589.14,0.138387,39.790702,92.126505,11222.2,11530.56,false,false,true,false,false,false,reference_or_control_row,70DA7A7159B5BCDAA738504FA6EC6A06FA970C6CA038FC249BCECA71041C8ED1
time_h1_type3_long_only,12,corrected_marked_net_gt_0,544,544,493,51,51,88,1655,1655,2510.08,-1778.74,-1875.04,731.34,1.390041,-829.3,2025-06,-529.43,0.747005,0.708637,49.123081,303.669955,AUDCHF,1010.33,138.147874,AUDCHF|NZDCHF,1082.57,148.024662,655.18,1.348372,717.71,1.382565,727.33,0.734579,154.689911,174.720691,651.17,713.69,false,true,true,false,true,false,reference_or_control_row,368545F99476F74BFCC18A712BA4BCC860BAF3D4FF68CADAFDB0609430612D91
time_h1_type3_long_only,14,corrected_marked_net_gt_0,544,544,493,51,51,88,1655,1655,2510.08,-1778.74,-1875.04,731.34,1.390041,-829.3,2025-06,-529.43,0.747005,0.708637,48.799552,301.669955,AUDCHF,1010.33,138.147874,AUDCHF|NZDCHF,1082.57,148.024662,655.18,1.348372,717.71,1.382565,727.33,0.734579,154.689911,174.720691,651.17,713.69,false,true,true,false,true,false,reference_or_control_row,1C8316BD171FAF0CF67BE3172C71A4EB906BB7A8D10206CD0E1F556C3BF47346
time_h1_type3_long_only,16,corrected_marked_net_gt_0,544,544,493,51,51,88,1655,1655,2510.08,-1778.74,-1875.04,731.34,1.390041,-829.3,2025-06,-529.43,0.747005,0.708637,48.476022,299.669955,AUDCHF,1010.33,138.147874,AUDCHF|NZDCHF,1082.57,148.024662,655.18,1.348372,717.71,1.382565,727.33,0.734579,154.689911,174.720691,651.17,713.69,false,true,true,false,true,false,reference_or_control_row,C09CED14362F20B44ADEEE94876D50B5B64A7B03F435D15E29EE140BAD331225
time_h1_type3_long_only,18,corrected_marked_net_gt_0,544,544,493,51,51,88,1655,1655,2510.08,-1778.74,-1875.04,731.34,1.390041,-829.3,2025-06,-529.43,0.747005,0.708637,48.152493,297.669955,AUDCHF,1010.33,138.147874,AUDCHF|NZDCHF,1082.57,148.024662,655.18,1.348372,717.71,1.382565,727.33,0.734579,154.689911,174.720691,651.17,713.69,false,true,true,false,true,false,reference_or_control_row,0E7D85CE2D1E62E603C3AF66D53B053894011EA0DECE5DBC139B6E025E435EDF
time_h1_type3_long_only,12,corrected_marked_net_gt_1x_commission,544,544,493,51,51,85,1655,1658,2521.6,-1778.74,-1875.04,742.86,1.396185,-821.12,2025-06,-529.43,0.743592,0.7054,48.586319,310.952444,AUDCHF,1017.22,136.932712,AUDCHF|NZDCHF,1094.09,147.279925,666.7,1.354561,729.23,1.388711,727.33,0.734579,154.689911,174.720691,651.17,713.69,false,true,true,false,true,false,reference_or_control_row,2386709665807CA6A849DB8D444BF79EC3178D91D9C785CE8B524C3C35F2A338
time_h1_type3_long_only,14,corrected_marked_net_gt_1x_commission,544,544,493,51,51,85,1655,1658,2521.6,-1778.74,-1875.04,742.86,1.396185,-821.12,2025-06,-529.43,0.743592,0.7054,48.273819,308.952444,AUDCHF,1017.22,136.932712,AUDCHF|NZDCHF,1094.09,147.279925,666.7,1.354561,729.23,1.388711,727.33,0.734579,154.689911,174.720691,651.17,713.69,false,true,true,false,true,false,reference_or_control_row,5D13C2C322ADF85E31CCBA227E145928EA0608551FEED69B3F4B0BFCE086362A
time_h1_type3_long_only,16,corrected_marked_net_gt_1x_commission,544,544,493,51,51,85,1655,1658,2521.6,-1778.74,-1875.04,742.86,1.396185,-821.12,2025-06,-529.43,0.743592,0.7054,47.961319,306.952444,AUDCHF,1017.22,136.932712,AUDCHF|NZDCHF,1094.09,147.279925,666.7,1.354561,729.23,1.388711,727.33,0.734579,154.689911,174.720691,651.17,713.69,false,true,true,false,true,false,reference_or_control_row,8FB4FCE87937165C21F19EAB2079355EC0494A1DAA6E46084DD02509200E571C
time_h1_type3_long_only,18,corrected_marked_net_gt_1x_commission,544,544,493,51,51,85,1655,1658,2521.6,-1778.74,-1875.04,742.86,1.396185,-821.12,2025-06,-529.43,0.743592,0.7054,47.648819,304.952444,AUDCHF,1017.22,136.932712,AUDCHF|NZDCHF,1094.09,147.279925,666.7,1.354561,729.23,1.388711,727.33,0.734579,154.689911,174.720691,651.17,713.69,false,true,true,false,true,false,reference_or_control_row,4F406CB17BBD7BFDF66A1218AE4CE9E8E15850DF7E1A9085B044D287D7B88D85
