year,variant_id,trades,net_usd_model,profit_factor,terminal_liquidations,avg_hold_hours,content_hash
adr_event_0_075_candidate_b_fade_strict|2026,adr_event_0_075_candidate_b_fade_strict,1285,4849.43,3.749226,99,422.099876,1035191E0A88863365E1806CB8BEA3921C4877397A250E1C18058CF42CCB5956
adr_event_0_075_type3_both_no_direction|2025,adr_event_0_075_type3_both_no_direction,2452,14371.85,,0,124.850457,E8B1BE1BFFA8A66DCDA69A05DC3369A260D6ED7FAF46241C960DB3F4465B8A44
adr_event_0_075_type3_both_no_direction|2026,adr_event_0_075_type3_both_no_direction,1774,7175.51,4.961125,125,386.508935,1494EBA015099AF7121024934CE72F14C9B70831659157CDD166029D31BD247E
adr_event_0_075_type3_long_only|2025,adr_event_0_075_type3_long_only,1441,6824.33,,0,168.073132,F3AFCDC34719EB65707D54BFCACE114AD74BA2A70EC7858FE983D6A629746C5D
adr_event_0_075_type3_long_only|2026,adr_event_0_075_type3_long_only,1180,3516.14,3.032578,118,535.142381,8D67D0F96868D5E1CF94CE25334BF718BB965ED38C9866CD0106EF73985CC015
adr_event_0_075_type3_short_only|2025,adr_event_0_075_type3_short_only,1011,7547.52,,0,63.244251,AE850621427D70ADB8EFFEAE298588E61BBFED86A19823348382DF1655150B03
adr_event_0_075_type3_short_only|2026,adr_event_0_075_type3_short_only,594,3659.36,45.850919,7,91.243839,046D62CD24E6939208A3FD6047CB3EF4478E598B0495025F1911F2E0CD1A1C20
adr_event_0_10_candidate_b_agreement_strict|2025,adr_event_0_10_candidate_b_agreement_strict,119,719.36,,0,155.63894,04677332780D23C1FDB6EBDEBDB805B727CF319F03ACA3FE94383DFD7579214B
adr_event_0_10_candidate_b_agreement_strict|2026,adr_event_0_10_candidate_b_agreement_strict,173,777.78,78.804374,11,404.508536,A663146B8D544086489734A2A0301C615A6E7BC391998515C8E724837237712C
adr_event_0_10_candidate_b_fade_strict|2025,adr_event_0_10_candidate_b_fade_strict,393,2532.94,,0,105.360725,0418F6BAFF7604B2F6C8D043B2EB8DFC3451E2DE3616EB1A0C67BE4679B7BD96
adr_event_0_10_candidate_b_fade_strict|2026,adr_event_0_10_candidate_b_fade_strict,167,12.74,1.014138,38,1440.337295,0F1F79C3BAC7698BDE9121150958BF035C0760656669CB151084C7A185D32F0A
adr_event_0_10_type3_both_no_direction|2025,adr_event_0_10_type3_both_no_direction,512,3252.3,,0,117.046482,77C8D9B31BA216EAD71550391C2250B08DC07E019739E9F49E975D4C8D2088CE
adr_event_0_10_type3_both_no_direction|2026,adr_event_0_10_type3_both_no_direction,340,790.53,1.867458,49,913.28325,9D8E1B23F206EC94ACA746C01304BCC9EB0FB32CC4610AAEB156B4FA4D911C8D
adr_event_0_10_type3_long_only|2025,adr_event_0_10_type3_long_only,217,993.92,,0,153.431779,AC5183D5795852561A7D438985A6129AD30D0C1CE73508A2A636A86EBA060BF5
adr_event_0_10_type3_long_only|2026,adr_event_0_10_type3_long_only,171,-238.79,0.727574,43,1671.571416,205B07C377E3CEE8960EE0B611F6C756525707C7A8580CC64D884A7BCD21D125
adr_event_0_10_type3_short_only|2025,adr_event_0_10_type3_short_only,295,2258.38,,0,90.281704,5B73E6DB9B1E14DE6D149A8E89600786D454F8FDC2007B7C54E89E764B06A99B
adr_event_0_10_type3_short_only|2026,adr_event_0_10_type3_short_only,169,1029.32,30.599571,6,146.021259,FAC6E4970C37C6B1740CDF22E2EFB7267BD2190E6804C483FA9DBBE011505448
time_h1_candidate_b_agreement_strict|2025,time_h1_candidate_b_agreement_strict,24,118.24,,0,244.582812,D9013E70F3D2DAEC991B196D4D97B4523B3FEEEFC67F3AE6469FABE005FE186F
time_h1_candidate_b_agreement_strict|2026,time_h1_candidate_b_agreement_strict,59,146.6,2.527376,8,566.982669,E9B4E9E40E9FFFB1D4DBC65B628770E5172B89ED7DBD13CB8C3750640A12DFEC
time_h1_candidate_b_fade_strict|2025,time_h1_candidate_b_fade_strict,263,1214.19,,0,174.459606,7684EDDDE4DE1BEA768A6CADEC53ACF913BB76A7A135440D4D4A5B058951BAEF
time_h1_candidate_b_fade_strict|2026,time_h1_candidate_b_fade_strict,198,-1009.39,0.461707,45,1169.216804,99EBEAAC0E613DD3F2BCA876D5A84EABF45E7AE4F251689850187318ECC718E4
time_h1_type3_both_no_direction|2025,time_h1_type3_both_no_direction,287,1332.43,,0,180.323567,5652ED3852656B2BBAF4CE174A22E43F0FCD09565E04D3416E3D3B557A01EC1E
time_h1_type3_both_no_direction|2026,time_h1_type3_both_no_direction,257,-862.79,0.562291,53,1030.960718,CDD12300A5ED887B97A3FD3F26865E73849EBC99B193DF50D6D2C929B8BB4283
time_h1_type3_long_only|2025,time_h1_type3_long_only,287,1332.43,,0,180.323567,8EEF44E3D2D97186199BF2911C51BDF2557886AD7C039738CA3DF56D2D383841
time_h1_type3_long_only|2026,time_h1_type3_long_only,257,-862.79,0.562291,53,1030.960718,EC6DAE2699CED0809A1D85C3BDF346ED6330064961F0DABBB78014D6A23FBD10
