year,variant_id,trades,net_usd_model,profit_factor,terminal_liquidations,avg_hold_hours,content_hash
adr_event_0_025_candidate_b_agreement_strict|2025,adr_event_0_025_candidate_b_agreement_strict,49819,7688120.07,,0,92.237957,34D5668078A8438946F9754FE49A82EC9099DAFBD1AA9C246D5D1EADA671FF11
adr_event_0_025_candidate_b_agreement_strict|2026,adr_event_0_025_candidate_b_agreement_strict,32896,-32980094.03,0.141139,5221,731.697359,7D2B042E346BA232070E3461FD7A54B448C85E1B38A70E7020ADAFD1D41580C4
adr_event_0_025_candidate_b_fade_strict|2025,adr_event_0_025_candidate_b_fade_strict,52763,4173622.42,,0,107.642497,D4CD2BA740603152CB9F7E8741E2B123DD3147DE46CB211E2E4BA1EA2C10796B
adr_event_0_025_candidate_b_fade_strict|2026,adr_event_0_025_candidate_b_fade_strict,43976,-3389459.5,0.563157,3202,488.524851,F80C2CB7ECCBE65246FE7436E2B6D89DCBC7A1D0EE0C34F716C4B31946C948DF
adr_event_0_025_type3_both_no_direction|2025,adr_event_0_025_type3_both_no_direction,102582,11861742.49,,0,100.161275,53561CCBEA92C0055CD3CAACCA64BE8BBCA12AFBE14D84CE04163A18BCED69F8
adr_event_0_025_type3_both_no_direction|2026,adr_event_0_025_type3_both_no_direction,76872,-36369553.53,0.212077,8423,592.586185,205FA048F6A5C1702FB463176DE7EB543C7384E555993882084781280855828A
adr_event_0_025_type3_long_only|2025,adr_event_0_025_type3_long_only,49976,4081621.44,,0,122.922305,2C67A57C0FEE357829B374715E8D06C0027288BFE018F17B7B779EE0E8FE2508
adr_event_0_025_type3_long_only|2026,adr_event_0_025_type3_long_only,40188,5229558.03,21.438856,2933,427.846039,2F4F3D0B4C40002337DC4A9143BFF5758AC4A447104D8F0858EDB989989883E8
adr_event_0_025_type3_short_only|2025,adr_event_0_025_type3_short_only,52606,7780121.05,,0,78.538166,5769B11EEA0C021D63682266EDBE52F46569A2DC005EBC0A8A83E164D0318164
adr_event_0_025_type3_short_only|2026,adr_event_0_025_type3_short_only,36684,-41599111.56,0.093759,5490,773.062058,2C887E94CA002A8F82A43705CE4F02A21D70620295B814E5E70EA20FA3262040
adr_event_0_05_candidate_b_agreement_strict|2025,adr_event_0_05_candidate_b_agreement_strict,3830,1237967.64,,0,78.366255,5F5A6FCDFEF2A57675F16E397FD5E8D6C550E5A1027CF342F0599DF1E292B52F
adr_event_0_05_candidate_b_agreement_strict|2026,adr_event_0_05_candidate_b_agreement_strict,5037,-4146454.98,0.334885,563,542.710379,F2249021CB82107E26CEE312A8431F927B9EA95766B3516B42BAB139230BD7BB
adr_event_0_05_candidate_b_fade_strict|2025,adr_event_0_05_candidate_b_fade_strict,6771,125248.06,,0,114.750552,1FFA7FD4FA6F2FE3B6F994F7279F4069B2EAF58F396045AC4A2BB4E687960DA4
adr_event_0_05_candidate_b_fade_strict|2026,adr_event_0_05_candidate_b_fade_strict,4291,245558.05,6.583241,426,624.805069,B5869AFF80083E0C35AD6B53A69AB860214895CDA62B6C89BD23340C560F60A7
adr_event_0_05_type3_both_no_direction|2025,adr_event_0_05_type3_both_no_direction,10601,1363215.7,,0,101.60539,6DB076A645CD4993E2099426C69EABF81CE08B8D933D00DA39CDB947DFE5F855
adr_event_0_05_type3_both_no_direction|2026,adr_event_0_05_type3_both_no_direction,9328,-3900896.93,0.378657,989,580.474993,CD350CC3044A4B945FE17E6FDFD4F9EFF801EDB8F9F7A8BC64DFB7056D387848
adr_event_0_05_type3_long_only|2025,adr_event_0_05_type3_long_only,5466,473688.24,,0,145.117989,645E80440F33C7F0A3EE52727428BD5A85E43F30CA7FE120014F44C5B0058EC4
adr_event_0_05_type3_long_only|2026,adr_event_0_05_type3_long_only,3446,379940.05,21.768095,369,724.496544,67FC17029E32217CF075DDB0C6CD67A079ADF98BFE1BD37FDF76081DC8EC8EF4
adr_event_0_05_type3_short_only|2025,adr_event_0_05_type3_short_only,5135,889527.46,,0,55.287987,913926D3A41EED03E4731CBA9C46CC6FEF9D53B2641B5B8DC324EC3880D95595
adr_event_0_05_type3_short_only|2026,adr_event_0_05_type3_short_only,5882,-4280836.98,0.316147,620,496.099225,5A2CDE4A1AAACDEB688538DDABAB69860CEA6387769C577AC21F410C90982975
adr_event_0_075_candidate_b_agreement_strict|2025,adr_event_0_075_candidate_b_agreement_strict,721,4332.45,,0,109.494775,F69D064CC02555D54339A82B99F29668AC300B13A08BFB676812416003DCE3FD
adr_event_0_075_candidate_b_agreement_strict|2026,adr_event_0_075_candidate_b_agreement_strict,489,2326.07,49.913015,26,292.982637,4D8482919FE32B4A76DF4D92E7D06F8BCBEE29C1F5C215CC4DB5AFB376E3A503
adr_event_0_075_candidate_b_fade_strict|2025,adr_event_0_075_candidate_b_fade_strict,1731,10039.4,,0,131.24644,88D3961EC885F0B180C711DE4D6AB3ACB96A4A785DF00D479057D856D4F22029
