variant_id,activation_rule_id,protection_mode,signal_settings_id,david_settings,stochastic_settings,symbol_universe,bar_path_mode,signal_clock,signal_adr_brick,session_mode,session_time_zone,session_trade_start_et,session_trade_end_et,session_flatten_et,session_sunday_start_et,session_flatten_overrides_et,target_mode,target_adr,spacing_adr,min_ma_expansion_adr,grid_add_mode,date_range,price_bundle_id,warehouse_manifest_id,warehouse_hash,weeks_replayed,pairs_replayed,initial_deposit_usd,final_balance_usd,final_equity_before_liquidation_usd,final_equity_after_liquidation_usd,net_profit_usd,closed_price_pnl_usd,end_liquidation_price_pnl_usd,total_price_pnl_usd,total_commission_usd,total_swap_usd,target_reset_count,session_flatten_count,session_flatten_positions,session_flatten_price_pnl_usd,session_flatten_swap_usd,protection_close_count,protection_close_positions,entries_opened,closed_positions,end_liquidation_positions,max_open_positions,max_long_positions,max_short_positions,max_add_depth,max_fill_age_days,position_days,max_equity_drawdown_usd,max_balance_drawdown_usd,weekly_equity_profit_factor,close_event_count,close_event_win_count,close_event_loss_count,close_event_flat_count,close_event_profit_factor,close_event_win_pct,close_event_total_realized_pnl_adr,adr_normalized_return_pct,close_event_total_realized_market_pct,close_event_gross_profit_usd,close_event_gross_loss_abs_usd,close_event_avg_realized_pnl_adr,close_event_avg_realized_market_pct,close_event_avg_mfe_adr,close_event_avg_mae_adr_abs,close_event_avg_mfe_market_pct,close_event_avg_mae_market_pct_abs,close_event_mfe_1q_hit_count,close_event_mfe_2q_hit_count,close_event_mfe_3q_hit_count,close_event_mfe_1q_hit_pct,close_event_mfe_2q_hit_pct,close_event_mfe_3q_hit_pct,close_event_mae_1q_hit_count,close_event_mae_2q_hit_count,close_event_mae_3q_hit_count,close_event_mae_1q_hit_pct,close_event_mae_2q_hit_pct,close_event_mae_3q_hit_pct,target_close_net_usd,session_flatten_close_net_usd,protection_close_net_usd,activation_checks,activation_blocked_long,activation_blocked_short,activation_blocked_expansion,terminal_horizon_add_checks,terminal_horizon_blocked_adds,basket_solvency_add_checks,basket_solvency_blocked_adds,v23_first_adverse_bypass_adds,reversion_evidence_add_checks,reversion_evidence_blocked_adds,late_reversion_evidence_add_checks,late_reversion_evidence_blocked_adds,progress_last3_add_checks,progress_last3_blocked_adds,add_throttle_event_rows,feasibility_observation_count,avg_required_reversion_adr,avg_available_reversion_adr,avg_reversion_feasibility_ratio,activation_started_long,activation_started_short,activation_long_allow_pct,activation_short_allow_pct,mt5_reference_net_profit_usd,mt5_reference_commission_usd,mt5_reference_swap_usd,mt5_reference_end_liquidation_net_usd,mt5_reference_max_open_positions,mt5_reference_end_liquidation_positions,net_delta_vs_mt5_usd,summary_only,metric_semantics,content_hash
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN,triangle_formulaic_directionless_geometry_v2_floorpin,baseline,DAVID_LWMA35_RSI21_80_20__STOCH_100_3_21_80_20_low_high_simple_main_only,LWMA35_RSI21_80_20,100_3_21_80_20_low_high_simple_main_only,AUDCHF,open,m1,0.1,ny_daily_window,America/New_York,18:05,15:45,16:00,20:00,,session_center_band_reversion,1,0.2,0,adverse_only,2019-04-14T23:00:00.000Z..2019-04-14T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10007.74,10007.74,10007.74,7.74,9.48,0,9.48,-1.68,-0.06,13,3,8,-5.52,0.01,0,0,28,28,0,5,3,5,4,0.29,2.73,0,0,,16,14,2,0,2.271787,87.5,1.83611,1.83611,1.304682,13.83,6.09,0.114757,0.081543,0.185654,0.143618,0.13192,0.10205,9,6,6,56.25,37.5,37.5,7,4,3,43.75,25,18.75,13.73,-5.99,0,8997,4729,4252,2119,0,0,0,0,0,0,0,0,0,0,0,12,0,,,,6,10,0.13,0.23,174.51,-400.8,-4144.01,-5590.01,170,149,-166.77,false,session_window_position_truth_replay,34D3628BD78029CCB8CB6CDB2B7227395FC017EEEF2951D0CCC8B61F850EE49F
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_REVERSION_EVIDENCE,triangle_formulaic_directionless_geometry_v2_floorpin_reversion_evidence,baseline,DAVID_LWMA35_RSI21_80_20__STOCH_100_3_21_80_20_low_high_simple_main_only,LWMA35_RSI21_80_20,100_3_21_80_20_low_high_simple_main_only,AUDCHF,open,m1,0.1,ny_daily_window,America/New_York,18:05,15:45,16:00,20:00,,session_center_band_reversion,1,0.2,0,adverse_only,2019-04-14T23:00:00.000Z..2019-04-14T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10006.78,10006.78,10006.78,6.78,8.45,0,8.45,-1.62,-0.05,13,3,8,-5.52,0.01,0,0,27,27,0,5,3,5,4,0.29,2.64,0,0,,16,14,2,0,2.113249,87.5,1.636375,1.636375,1.162756,12.86,6.09,0.102273,0.072672,0.173171,0.142889,0.12305,0.101532,9,6,5,56.25,37.5,31.25,7,4,3,43.75,25,18.75,12.77,-5.99,0,8997,4729,4252,2119,0,0,0,0,7,6,2,0,0,0,0,13,0,,,,6,10,0.13,0.23,174.51,-400.8,-4144.01,-5590.01,170,149,-167.73,false,session_window_position_truth_replay,42BBE8173259E92A332F61C0FFC4F8CE53F11003471E9DCE3D2778C2EA45BE19
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_LATE_REVERSION_EVIDENCE,triangle_formulaic_directionless_geometry_v2_floorpin_late_reversion_evidence,baseline,DAVID_LWMA35_RSI21_80_20__STOCH_100_3_21_80_20_low_high_simple_main_only,LWMA35_RSI21_80_20,100_3_21_80_20_low_high_simple_main_only,AUDCHF,open,m1,0.1,ny_daily_window,America/New_York,18:05,15:45,16:00,20:00,,session_center_band_reversion,1,0.2,0,adverse_only,2019-04-14T23:00:00.000Z..2019-04-14T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10006.82,10006.82,10006.82,6.82,8.5,0,8.5,-1.62,-0.06,13,3,8,-5.52,0.01,0,0,27,27,0,5,3,5,4,0.29,2.7,0,0,,16,14,2,0,2.120596,87.5,1.646125,1.646125,1.169684,12.91,6.09,0.102883,0.073105,0.17378,0.143618,0.123483,0.10205,9,6,5,56.25,37.5,31.25,7,4,3,43.75,25,18.75,12.81,-5.99,0,8997,4729,4252,2119,0,0,0,0,7,0,0,2,1,0,0,12,0,,,,6,10,0.13,0.23,174.51,-400.8,-4144.01,-5590.01,170,149,-167.69,false,session_window_position_truth_replay,526A65BEF86ADCDA410463B4C46AC435E84489FD4DC54E2029B6A8E2200FE846
RAW_GRID_T100_S020_GATE90_TRIANGLE_FORMULAIC_DIRECTIONLESS_GEOMETRY_V2_FLOORPIN_PROGRESS_LAST3,triangle_formulaic_directionless_geometry_v2_floorpin_progress_last3,baseline,DAVID_LWMA35_RSI21_80_20__STOCH_100_3_21_80_20_low_high_simple_main_only,LWMA35_RSI21_80_20,100_3_21_80_20_low_high_simple_main_only,AUDCHF,open,m1,0.1,ny_daily_window,America/New_York,18:05,15:45,16:00,20:00,,session_center_band_reversion,1,0.2,0,adverse_only,2019-04-14T23:00:00.000Z..2019-04-14T23:00:00.000Z,gate55e_fx_m1_oanda_ny5_v1_20181217_20260607_8E37E953,gate74b_trade_leg_path_ECDE7C4A6553,36290BFDD28B47AFF31CA798C75ED1E7736A4778EBAA3E5FFAB64ECA07C462CC,1,1,10000,10007.02,10007.02,10007.02,7.02,8.64,0,8.64,-1.56,-0.06,13,3,7,-5.38,0.01,0,0,26,26,0,4,3,4,3,0.29,2.55,0,0,,16,14,2,0,2.192062,87.5,1.673392,1.673392,1.189059,12.91,5.89,0.104587,0.074316,0.17378,0.140088,0.123483,0.099542,9,6,5,56.25,37.5,31.25,7,4,3,43.75,25,18.75,12.81,-5.79,0,8997,4729,4252,2119,0,0,0,0,7,0,0,0,0,2,2,12,0,,,,6,10,0.13,0.23,174.51,-400.8,-4144.01,-5590.01,170,149,-167.49,false,session_window_position_truth_replay,C5751F9FEA1EF26DC44689FB0FC6528F6F96A1EE67983080CF257E2862026FDA
