pair,direction,entry_time,entry_price_raw,entry_price,stop,tp,exit_time,exit_price_raw,exit_price,pnl_pips,pnl_r,reason_exit,spread,slippage,session_ref_high,session_ref_low
EURNZD,long,2020-01-23 05:15:00-05:00,1.68109,1.681185,1.68,1.68509,2020-01-23 06:00:00-05:00,1.68196,1.681865,6.800000000000139,0.5738396624472732,time_stop,1.5,0.2,1.68405,1.68046
AUDCAD,short,2020-01-24 04:45:00-05:00,0.89902,0.898925,0.90004,0.89502,2020-01-24 06:00:00-05:00,0.89962,0.899715,7.900000000000684,0.7085201793722732,time_stop,1.5,0.2,0.89954,0.89812
NZDCAD,short,2020-01-24 04:45:00-05:00,0.86923,0.8691349999999999,0.87013,0.8652299999999999,2020-01-24 06:00:00-05:00,0.86906,0.8691550000000001,0.20000000000242046,0.02010050251280448,time_stop,1.5,0.2,0.86926,0.86784
CHFJPY,long,2020-01-24 05:25:00-05:00,112.89,112.89949999999999,112.786,113.29,2020-01-24 06:00:00-05:00,112.904,112.89450000000001,-0.49999999999812417,-0.04405286343596284,time_stop,1.5,0.2,113.01,112.854
EURCHF,long,2020-01-24 05:45:00-05:00,1.07152,1.071615,1.07086,1.07552,2020-01-24 06:00:00-05:00,1.07106,1.070965,-6.500000000000394,-0.8609271523178633,time_stop,1.5,0.2,1.0721,1.07143
CADCHF,long,2020-01-27 04:00:00-05:00,0.73702,0.7371150000000001,0.73639,0.74102,2020-01-27 04:20:00-05:00,0.73639,0.7362949999999999,-8.20000000000154,-1.1310344827586978,sl,1.5,0.2,0.73812,0.73702
CHFJPY,long,2020-01-27 04:35:00-05:00,112.146,112.15549999999999,112.07799999999999,112.546,2020-01-27 06:00:00-05:00,112.324,112.31450000000001,15.900000000002024,2.0516129032260526,time_stop,1.5,0.2,112.39,112.15
EURJPY,long,2020-01-27 04:55:00-05:00,120.021,120.03049999999999,119.91,120.421,2020-01-27 06:00:00-05:00,120.042,120.03250000000001,0.20000000000237605,0.01659751037364217,time_stop,1.5,0.2,120.342,119.944
EURJPY,long,2020-01-28 04:35:00-05:00,119.872,119.88149999999999,119.8,120.272,2020-01-28 06:00:00-05:00,119.917,119.90750000000001,2.600000000002467,0.3190184049083124,time_stop,1.5,0.2,120.173,119.918
USDJPY,long,2020-01-28 04:45:00-05:00,108.86,108.86949999999999,108.746,109.26,2020-01-28 06:00:00-05:00,108.84,108.83050000000001,-3.8999999999973056,-0.31578947368401067,time_stop,1.5,0.2,109.048,108.82
USDJPY,long,2020-01-29 03:25:00-05:00,109.147,109.1565,109.02799999999999,109.54700000000001,2020-01-29 04:15:00-05:00,109.02799999999999,109.0185,-13.799999999999102,-1.0739299610894033,sl,1.5,0.2,109.236,109.076
CADCHF,long,2020-01-29 03:25:00-05:00,0.73977,0.7398650000000001,0.73858,0.74377,2020-01-29 06:00:00-05:00,0.74012,0.7400249999999999,1.5999999999982695,0.12451361867689925,time_stop,1.5,0.2,0.74053,0.73906
CADJPY,long,2020-01-29 05:10:00-05:00,82.798,82.80749999999999,82.72999999999999,83.19800000000001,2020-01-29 06:00:00-05:00,82.803,82.79350000000001,-1.3999999999981583,-0.18064516129008362,time_stop,1.5,0.2,82.992,82.858
EURJPY,long,2020-01-30 03:25:00-05:00,119.923,119.93249999999999,119.839,120.32300000000001,2020-01-30 06:00:00-05:00,119.992,119.98250000000002,5.000000000002558,0.534759358289091,time_stop,1.5,0.2,120.104,119.894
USDJPY,long,2020-01-30 04:10:00-05:00,108.916,108.92549999999999,108.80799999999999,109.316,2020-01-30 06:00:00-05:00,108.925,108.91550000000001,-0.9999999999976694,-0.0851063829785304,time_stop,1.5,0.2,109.046,108.845
NZDUSD,short,2020-02-04 04:00:00-05:00,0.6466,0.6465049999999999,0.64778,0.6426,2020-02-04 06:00:00-05:00,0.64588,0.6459750000000001,-5.299999999998084,-0.41568627450960893,time_stop,1.5,0.2,0.64711,0.64496
NZDCAD,short,2020-02-05 04:45:00-05:00,0.86218,0.8620849999999999,0.86312,0.8581799999999999,2020-02-05 06:00:00-05:00,0.86198,0.862075,-0.09999999999843467,-0.00966183574863992,time_stop,1.5,0.2,0.86269,0.86108
CHFJPY,long,2020-02-06 04:20:00-05:00,112.804,112.81349999999999,112.734,113.20400000000001,2020-02-06 04:45:00-05:00,112.734,112.7245,-8.899999999998442,-1.1194968553457736,sl,1.5,0.2,112.878,112.764
GBPCHF,long,2020-02-06 05:45:00-05:00,1.2636,1.263695,1.26281,1.2676,2020-02-06 05:50:00-05:00,1.26281,1.262715,-9.799999999999809,-1.1073446327683092,sl,1.5,0.2,1.2655,1.26424
CADJPY,long,2020-02-07 03:40:00-05:00,82.601,82.61049999999999,82.55699999999999,83.001,2020-02-07 04:25:00-05:00,82.55699999999999,82.5475,-6.299999999998818,-1.1775700934577304,sl,1.5,0.2,82.771,82.602
CHFJPY,long,2020-02-07 05:05:00-05:00,112.527,112.53649999999999,112.478,112.927,2020-02-07 05:10:00-05:00,112.478,112.4685,-6.799999999998363,-1.1623931623929797,sl,1.5,0.2,112.85,112.716
GBPCHF,long,2020-02-10 03:35:00-05:00,1.25914,1.2592349999999999,1.25828,1.26314,2020-02-10 05:40:00-05:00,1.26314,1.263045,38.10000000000091,3.9895287958123777,tp,1.5,0.2,1.26186,1.2586
GBPCHF,long,2020-02-11 03:30:00-05:00,1.26215,1.262245,1.2612,1.26615,2020-02-11 03:45:00-05:00,1.2612,1.2611050000000001,-11.399999999999189,-1.0909090909090522,sl,1.5,0.2,1.26394,1.26208
