pair,direction,entry_time,entry_price_raw,entry_price,stop,tp,exit_time,exit_price_raw,exit_price,pnl_pips,pnl_r,reason_exit,spread,slippage,session_ref_high,session_ref_low
EURGBP,long,2021-06-09 04:45:00-04:00,0.85959,0.859685,0.8588,0.86359,2021-06-09 06:00:00-04:00,0.8597,0.859605,-0.8000000000008001,-0.09039548022607659,time_stop,1.5,0.2,0.86043,0.85962
CADJPY,long,2021-06-10 04:00:00-04:00,90.404,90.41349999999998,90.312,90.804,2021-06-10 06:00:00-04:00,90.437,90.42750000000001,1.4000000000024215,0.1379310344830145,time_stop,1.5,0.2,90.525,90.353
EURCHF,long,2021-06-10 04:50:00-04:00,1.0905,1.090595,1.08966,1.0945,2021-06-10 06:00:00-04:00,1.0904,1.090305,-2.8999999999990145,-0.3101604278074117,time_stop,1.5,0.2,1.09141,1.09012
GBPUSD,long,2021-06-11 03:35:00-04:00,1.41682,1.416915,1.41594,1.42082,2021-06-11 04:25:00-04:00,1.41594,1.415845,-10.699999999999044,-1.0974358974358578,sl,1.5,0.2,1.41793,1.41684
EURCAD,long,2021-06-11 05:35:00-04:00,1.47122,1.471315,1.47062,1.47522,2021-06-11 05:55:00-04:00,1.47062,1.470525,-7.899999999998464,-1.1366906474819731,sl,1.5,0.2,1.47398,1.47212
CADJPY,long,2021-06-14 03:45:00-04:00,90.254,90.2635,90.15899999999999,90.65400000000001,2021-06-14 04:35:00-04:00,90.15899999999999,90.1495,-11.399999999999011,-1.0909090909089796,sl,1.5,0.2,90.353,90.196
NZDJPY,long,2021-06-14 03:45:00-04:00,78.311,78.3205,78.22999999999999,78.71100000000001,2021-06-14 04:25:00-04:00,78.22999999999999,78.2205,-9.999999999999432,-1.1049723756904741,sl,1.5,0.2,78.409,78.266
GBPUSD,long,2021-06-14 03:50:00-04:00,1.4102,1.4102949999999999,1.40922,1.4142,2021-06-14 04:05:00-04:00,1.40922,1.409125,-11.699999999998933,-1.0883720930232204,sl,1.5,0.2,1.41191,1.41052
USDJPY,long,2021-06-14 05:55:00-04:00,109.66,109.66949999999999,109.60199999999999,110.06,2021-06-14 06:00:00-04:00,109.694,109.68450000000001,1.500000000002899,0.2222222222226667,time_stop,1.5,0.2,109.832,109.692
USDJPY,long,2021-06-15 04:15:00-04:00,110.084,110.09349999999999,109.978,110.48400000000001,2021-06-15 06:00:00-04:00,110.154,110.14450000000001,5.100000000001614,0.44155844155859175,time_stop,1.5,0.2,110.153,110.027
USDCHF,long,2021-06-16 03:40:00-04:00,0.89877,0.898865,0.8978,0.90277,2021-06-16 03:50:00-04:00,0.8978,0.897705,-11.600000000000499,-1.0892018779343369,sl,1.5,0.2,0.89908,0.89826
AUDNZD,long,2021-06-16 03:45:00-04:00,1.07826,1.078355,1.07708,1.08226,2021-06-16 06:00:00-04:00,1.0788,1.078705,3.5000000000007248,0.27450980392164376,time_stop,1.5,0.2,1.07956,1.07763
NZDCAD,short,2021-06-16 03:55:00-04:00,0.86939,0.8692949999999999,0.87048,0.86539,2021-06-16 05:15:00-04:00,0.87048,0.8705750000000001,12.800000000001699,1.0801687763713579,sl,1.5,0.2,0.86964,0.86746
EURCHF,long,2021-06-16 05:30:00-04:00,1.08992,1.090015,1.08888,1.09392,2021-06-16 06:00:00-04:00,1.08978,1.089685,-3.2999999999994145,-0.2907488986783917,time_stop,1.5,0.2,1.0899,1.08923
GBPJPY,long,2021-06-17 03:25:00-04:00,154.772,154.7815,154.66,155.172,2021-06-17 03:30:00-04:00,154.66,154.6505,-13.100000000000023,-1.0781893004115466,sl,1.5,0.2,154.982,154.716
GBPUSD,long,2021-06-17 04:00:00-04:00,1.39741,1.397505,1.3965400000000001,1.40141,2021-06-17 06:00:00-04:00,1.3974,1.397305,-1.9999999999997797,-0.20725388601036507,time_stop,1.5,0.2,1.40034,1.39712
AUDJPY,long,2021-06-17 04:05:00-04:00,84.258,84.26749999999998,84.15599999999999,84.658,2021-06-17 04:25:00-04:00,84.15599999999999,84.1465,-12.09999999999809,-1.0852017937218759,sl,1.5,0.2,84.616,84.194
AUDUSD,long,2021-06-17 05:40:00-04:00,0.76038,0.760475,0.75918,0.76438,2021-06-17 06:00:00-04:00,0.75968,0.759585,-8.900000000000574,-0.6872586872587071,time_stop,1.5,0.2,0.76458,0.75978
EURUSD,long,2021-06-18 03:25:00-04:00,1.18996,1.1900549999999999,1.18897,1.19396,2021-06-18 06:00:00-04:00,1.19116,1.191065,10.100000000001774,0.9308755760372182,time_stop,1.5,0.2,1.19251,1.19046
AUDCAD,long,2021-06-18 03:35:00-04:00,0.93252,0.9326150000000001,0.9316,0.93652,2021-06-18 06:00:00-04:00,0.93322,0.933125,5.099999999998994,0.502463054187044,time_stop,1.5,0.2,0.93342,0.93211
CADCHF,long,2021-06-21 04:15:00-04:00,0.73936,0.7394550000000001,0.73863,0.74336,2021-06-21 06:00:00-04:00,0.7413,0.7412049999999999,17.49999999999807,2.121212121211693,time_stop,1.5,0.2,0.74146,0.73959
NZDCAD,short,2021-06-21 04:15:00-04:00,0.86744,0.8673449999999999,0.86832,0.86344,2021-06-21 06:00:00-04:00,0.86633,0.8664250000000001,-9.199999999998099,-0.9435897435894913,time_stop,1.5,0.2,0.86792,0.86449
EURUSD,long,2021-06-22 03:20:00-04:00,1.1904,1.1904949999999999,1.1894500000000001,1.1944,2021-06-22 04:00:00-04:00,1.1894500000000001,1.1893550000000002,-11.399999999996968,-1.0909090909090715,sl,1.5,0.2,1.19181,1.19008
AUDUSD,long,2021-06-22 04:35:00-04:00,0.74995,0.7500450000000001,0.74942,0.75395,2021-06-22 05:35:00-04:00,0.74942,0.7493249999999999,-7.2000000000016495,-1.1520000000000838,sl,1.5,0.2,0.75454,0.75118
USDCAD,short,2021-06-22 04:35:00-04:00,1.23853,1.238435,1.23926,1.23453,2021-06-22 05:50:00-04:00,1.23926,1.239355,9.200000000000319,1.1151515151514515,sl,1.5,0.2,1.23829,1.23638
NZDCAD,short,2021-06-23 05:55:00-04:00,0.86522,0.8651249999999999,0.86607,0.86122,2021-06-23 06:00:00-04:00,0.86523,0.8653250000000001,2.000000000002,0.21164021164040434,time_stop,1.5,0.2,0.86443,0.86238
CADJPY,long,2021-06-24 03:40:00-04:00,90.152,90.16149999999999,90.09599999999999,90.552,2021-06-24 04:40:00-04:00,90.09599999999999,90.0865,-7.499999999998863,-1.1450381679387558,sl,1.5,0.2,90.326,90.154
CHFJPY,long,2021-06-24 03:40:00-04:00,120.734,120.74349999999998,120.669,121.134,2021-06-24 03:45:00-04:00,120.669,120.65950000000001,-8.399999999997476,-1.1275167785233593,sl,1.5,0.2,120.992,120.724
EURJPY,long,2021-06-24 04:20:00-04:00,132.344,132.3535,132.25400000000002,132.744,2021-06-24 04:30:00-04:00,132.25400000000002,132.24450000000002,-10.899999999998045,-1.095477386934722,sl,1.5,0.2,132.579,132.328
EURCAD,long,2021-06-24 04:55:00-04:00,1.46716,1.467255,1.46648,1.47116,2021-06-24 05:05:00-04:00,1.46648,1.466385,-8.699999999999264,-1.1225806451612386,sl,1.5,0.2,1.46827,1.46696
AUDNZD,long,2021-06-24 05:00:00-04:00,1.07378,1.073875,1.07312,1.07778,2021-06-24 05:55:00-04:00,1.07312,1.0730250000000001,-8.499999999997954,-1.1258278145695053,sl,1.5,0.2,1.0754,1.07388
NZDJPY,long,2021-06-24 05:50:00-04:00,78.239,78.24849999999999,78.143,78.63900000000001,2021-06-24 06:00:00-04:00,78.24,78.2305,-1.7999999999986471,-0.17061611374396027,time_stop,1.5,0.2,78.352,78.178
AUDJPY,long,2021-06-24 05:50:00-04:00,83.994,84.00349999999999,83.913,84.394,2021-06-24 06:00:00-04:00,83.98,83.97050000000002,-3.299999999997283,-0.3646408839776342,time_stop,1.5,0.2,84.17,84.016
AUDNZD,long,2021-06-25 03:35:00-04:00,1.07349,1.073585,1.0725,1.07749,2021-06-25 06:00:00-04:00,1.07392,1.073825,2.4000000000001798,0.22119815668204368,time_stop,1.5,0.2,1.0743,1.07312
EURCAD,long,2021-06-25 03:50:00-04:00,1.46984,1.469935,1.46908,1.47384,2021-06-25 04:45:00-04:00,1.46908,1.468985,-9.500000000000064,-1.1111111111110534,sl,1.5,0.2,1.47148,1.46971
EURAUD,long,2021-06-25 04:50:00-04:00,1.57246,1.572555,1.5713300000000001,1.57646,2021-06-25 06:00:00-04:00,1.57352,1.573425,8.700000000001484,0.7102040816328846,time_stop,1.5,0.2,1.57404,1.57174
NZDUSD,long,2021-06-28 05:00:00-04:00,0.70648,0.7065750000000001,0.70575,0.71048,2021-06-28 05:30:00-04:00,0.70575,0.7056549999999999,-9.20000000000143,-1.115151515151586,sl,1.5,0.2,0.70784,0.70631
GBPUSD,long,2021-06-29 03:40:00-04:00,1.38622,1.386315,1.38536,1.39022,2021-06-29 04:00:00-04:00,1.38536,1.385265,-10.499999999999954,-1.0994764397905261,sl,1.5,0.2,1.38806,1.38588
EURUSD,long,2021-06-29 03:40:00-04:00,1.1912,1.191295,1.19046,1.1952,2021-06-29 04:05:00-04:00,1.19046,1.1903650000000001,-9.299999999998754,-1.113772455089779,sl,1.5,0.2,1.193,1.19076
USDCHF,long,2021-06-29 04:00:00-04:00,0.92025,0.9203450000000001,0.9191,0.92425,2021-06-29 06:00:00-04:00,0.92002,0.9199249999999999,-4.20000000000198,-0.3373493975905065,time_stop,1.5,0.2,0.9207,0.91948
EURCHF,long,2021-06-29 04:10:00-04:00,1.09635,1.096445,1.09554,1.10035,2021-06-29 05:30:00-04:00,1.09554,1.095445,-9.999999999998899,-1.1049723756905672,sl,1.5,0.2,1.09723,1.09611
GBPAUD,short,2021-06-29 04:30:00-04:00,1.83763,1.8375350000000001,1.83877,1.83363,2021-06-29 04:45:00-04:00,1.83877,1.838865,13.299999999998313,1.0769230769230493,sl,1.5,0.2,1.8366,1.83305
GBPCAD,short,2021-06-29 04:30:00-04:00,1.71276,1.712665,1.71378,1.70876,2021-06-29 04:45:00-04:00,1.71378,1.713875,12.099999999999334,1.0852017937219356,sl,1.5,0.2,1.71267,1.7102
GBPCHF,long,2021-06-29 04:50:00-04:00,1.27471,1.274805,1.27394,1.27871,2021-06-29 05:10:00-04:00,1.27394,1.2738450000000001,-9.599999999998499,-1.1098265895953385,sl,1.5,0.2,1.27668,1.27558
NZDJPY,long,2021-06-29 04:55:00-04:00,77.474,77.48349999999999,77.372,77.87400000000001,2021-06-29 06:00:00-04:00,77.423,77.41350000000001,-6.999999999997897,-0.6278026905828139,time_stop,1.5,0.2,77.99,77.606
GBPJPY,long,2021-06-29 05:05:00-04:00,153.12,153.1295,153.023,153.52,2021-06-29 06:00:00-04:00,153.22,153.2105,8.099999999998886,0.7605633802815059,time_stop,1.5,0.2,153.526,153.142
EURUSD,long,2021-06-30 03:50:00-04:00,1.19001,1.190105,1.1892,1.19401,2021-06-30 04:10:00-04:00,1.1892,1.189105,-9.999999999998899,-1.1049723756905672,sl,1.5,0.2,1.1909,1.18967
CHFJPY,long,2021-06-30 04:45:00-04:00,119.76,119.7695,119.696,120.16000000000001,2021-06-30 04:50:00-04:00,119.696,119.68650000000001,-8.29999999999842,-1.1292517006801235,sl,1.5,0.2,120.086,119.902
EURJPY,long,2021-06-30 05:05:00-04:00,131.36,131.36950000000002,131.27200000000002,131.76000000000002,2021-06-30 06:00:00-04:00,131.404,131.3945,2.4999999999977263,0.2564102564100322,time_stop,1.5,0.2,131.658,131.456
USDJPY,long,2021-06-30 05:10:00-04:00,110.52,110.52949999999998,110.41,110.92,2021-06-30 06:00:00-04:00,110.528,110.51850000000002,-1.0999999999967258,-0.09205020920475622,time_stop,1.5,0.2,110.598,110.444
AUDCAD,long,2021-07-01 03:15:00-04:00,0.92918,0.9292750000000001,0.92804,0.93318,2021-07-01 06:00:00-04:00,0.92882,0.9287249999999999,-5.500000000001615,-0.4453441295547516,time_stop,1.5,0.2,0.9296,0.92847
EURUSD,long,2021-07-01 04:50:00-04:00,1.1843,1.1843949999999999,1.18375,1.1883,2021-07-01 06:00:00-04:00,1.18505,1.184955,5.60000000000116,0.8682170542640356,time_stop,1.5,0.2,1.18604,1.18466
GBPJPY,long,2021-07-02 03:25:00-04:00,153.502,153.5115,153.43200000000002,153.90200000000002,2021-07-02 04:05:00-04:00,153.43200000000002,153.4225,-8.899999999999864,-1.1194968553459523,sl,1.5,0.2,153.738,153.476
USDCAD,short,2021-07-02 03:45:00-04:00,1.24396,1.243865,1.2451,1.23996,2021-07-02 06:00:00-04:00,1.24278,1.242875,-9.900000000000464,-0.801619433198355,time_stop,1.5,0.2,1.24446,1.24298
EURCHF,long,2021-07-02 03:45:00-04:00,1.0966,1.096695,1.09606,1.1006,2021-07-02 04:15:00-04:00,1.09606,1.095965,-7.299999999998974,-1.1496062992125433,sl,1.5,0.2,1.09726,1.09644
NZDJPY,long,2021-07-02 04:30:00-04:00,77.584,77.59349999999999,77.524,77.98400000000001,2021-07-02 05:00:00-04:00,77.524,77.51450000000001,-7.899999999997931,-1.1366906474818672,sl,1.5,0.2,77.75,77.654
NZDUSD,long,2021-07-02 04:30:00-04:00,0.69619,0.696285,0.6950000000000001,0.70019,2021-07-02 06:00:00-04:00,0.69552,0.695425,-8.60000000000083,-0.6692607003891797,time_stop,1.5,0.2,0.69686,0.69589
CADJPY,long,2021-07-02 05:15:00-04:00,89.641,89.6505,89.58999999999999,90.04100000000001,2021-07-02 06:00:00-04:00,89.731,89.7215,7.1000000000012164,1.1735537190083751,time_stop,1.5,0.2,89.778,89.654
AUDUSD,long,2021-07-02 05:15:00-04:00,0.7456,0.7456950000000001,0.74496,0.7496,2021-07-02 05:20:00-04:00,0.74496,0.7448649999999999,-8.300000000002195,-1.1292517006803369,sl,1.5,0.2,0.7469,0.74604
NZDCHF,long,2021-07-02 05:55:00-04:00,0.64486,0.6449550000000001,0.6440400000000001,0.64886,2021-07-02 06:00:00-04:00,0.64463,0.644535,-4.20000000000087,-0.45901639344271844,time_stop,1.5,0.2,0.64524,0.64434
EURJPY,long,2021-07-05 03:35:00-04:00,131.698,131.7075,131.603,132.098,2021-07-05 04:00:00-04:00,131.603,131.5935,-11.400000000000432,-1.0909090909091157,sl,1.5,0.2,131.867,131.672
GBPNZD,short,2021-07-05 03:55:00-04:00,1.9707,1.970605,1.97172,1.9667,2021-07-05 04:25:00-04:00,1.97172,1.9718149999999999,12.099999999999334,1.0852017937219356,sl,1.5,0.2,1.97039,1.967
USDCAD,short,2021-07-05 04:00:00-04:00,1.23444,1.234345,1.23559,1.23044,2021-07-05 06:00:00-04:00,1.2348,1.2348949999999999,5.499999999998284,0.4417670682729756,time_stop,1.5,0.2,1.23482,1.23252
GBPJPY,long,2021-07-05 04:30:00-04:00,153.592,153.60150000000002,153.50400000000002,153.99200000000002,2021-07-05 06:00:00-04:00,153.56,153.5505,-5.100000000001614,-0.523076923077107,time_stop,1.5,0.2,153.752,153.548
USDJPY,long,2021-07-06 04:40:00-04:00,110.854,110.86349999999999,110.738,111.254,2021-07-06 06:00:00-04:00,110.793,110.78350000000002,-7.999999999996987,-0.6374501992030073,time_stop,1.5,0.2,110.958,110.787
EURCAD,long,2021-07-06 05:05:00-04:00,1.46245,1.462545,1.46164,1.46645,2021-07-06 06:00:00-04:00,1.46266,1.4625650000000001,0.20000000000131024,0.022099447513958554,time_stop,1.5,0.2,1.46461,1.46286
CHFJPY,long,2021-07-06 05:05:00-04:00,120.02,120.02949999999998,119.955,120.42,2021-07-06 05:15:00-04:00,119.955,119.94550000000001,-8.399999999997476,-1.1275167785233593,sl,1.5,0.2,120.428,120.156
USDCAD,short,2021-07-06 05:40:00-04:00,1.23596,1.235865,1.23652,1.23196,2021-07-06 06:00:00-04:00,1.23518,1.235275,-5.9000000000009045,-0.9007633587786648,time_stop,1.5,0.2,1.23466,1.23208
CADJPY,long,2021-07-06 05:40:00-04:00,89.668,89.6775,89.618,90.06800000000001,2021-07-06 06:00:00-04:00,89.698,89.6885,1.100000000000989,0.1848739495799985,time_stop,1.5,0.2,89.978,89.766
EURUSD,long,2021-07-07 03:30:00-04:00,1.18241,1.182505,1.18122,1.18641,2021-07-07 03:35:00-04:00,1.18122,1.181125,-13.799999999999368,-1.0739299610894613,sl,1.5,0.2,1.18257,1.18155
USDCHF,long,2021-07-07 03:35:00-04:00,0.92384,0.9239350000000001,0.92298,0.92784,2021-07-07 03:50:00-04:00,0.92298,0.922885,-10.500000000001064,-1.0994764397906422,sl,1.5,0.2,0.92502,0.92379
GBPCHF,long,2021-07-07 03:35:00-04:00,1.2744,1.274495,1.27338,1.2784,2021-07-07 04:25:00-04:00,1.27338,1.273285,-12.099999999999334,-1.0852017937219356,sl,1.5,0.2,1.27662,1.2747
AUDCAD,short,2021-07-07 03:35:00-04:00,0.93439,0.934295,0.9352,0.93039,2021-07-07 06:00:00-04:00,0.93502,0.935115,8.20000000000043,0.906077348066301,time_stop,1.5,0.2,0.93454,0.93322
AUDCAD,short,2021-07-08 05:20:00-04:00,0.93432,0.934225,0.93498,0.93032,2021-07-08 06:00:00-04:00,0.9344,0.9344950000000001,2.700000000001035,0.3576158940398432,time_stop,1.5,0.2,0.93468,0.93299
AUDUSD,short,2021-07-09 05:00:00-04:00,0.74384,0.7437449999999999,0.74496,0.7398399999999999,2021-07-09 05:20:00-04:00,0.74496,0.745055,13.100000000001444,1.078189300411573,sl,1.5,0.2,0.74392,0.74097
NZDJPY,long,2021-07-12 04:00:00-04:00,76.718,76.72749999999999,76.64,77.11800000000001,2021-07-12 06:00:00-04:00,76.714,76.70450000000001,-2.2999999999981924,-0.2628571428569619,time_stop,1.5,0.2,77.242,76.862
GBPUSD,long,2021-07-12 04:10:00-04:00,1.38762,1.387715,1.38664,1.39162,2021-07-12 04:35:00-04:00,1.38664,1.3865450000000001,-11.699999999998933,-1.0883720930232204,sl,1.5,0.2,1.39104,1.3885
EURCHF,long,2021-07-12 04:10:00-04:00,1.08522,1.085315,1.08455,1.08922,2021-07-12 06:00:00-04:00,1.08552,1.085425,1.100000000000545,0.14379084967325004,time_stop,1.5,0.2,1.08583,1.08498
CADCHF,long,2021-07-12 05:35:00-04:00,0.73296,0.733055,0.73192,0.73696,2021-07-12 06:00:00-04:00,0.73314,0.733045,-0.10000000000065512,-0.008810572687282412,time_stop,1.5,0.2,0.73445,0.7331
NZDCHF,long,2021-07-13 03:20:00-04:00,0.63978,0.6398750000000001,0.6389,0.64378,2021-07-13 04:05:00-04:00,0.6389,0.638805,-10.700000000001264,-1.0974358974359606,sl,1.5,0.2,0.64093,0.6392
NZDUSD,long,2021-07-13 03:20:00-04:00,0.69905,0.699145,0.6981,0.70305,2021-07-13 04:00:00-04:00,0.6981,0.698005,-11.400000000000299,-1.0909090909091586,sl,1.5,0.2,0.70096,0.69846
EURUSD,long,2021-07-13 04:00:00-04:00,1.18517,1.185265,1.18458,1.18917,2021-07-13 04:05:00-04:00,1.18458,1.184485,-7.800000000000029,-1.138686131386788,sl,1.5,0.2,1.18752,1.18587
EURJPY,long,2021-07-13 04:00:00-04:00,130.804,130.8135,130.72400000000002,131.204,2021-07-13 04:05:00-04:00,130.72400000000002,130.71450000000002,-9.899999999998954,-1.106145251396694,sl,1.5,0.2,131.087,130.858
EURCAD,long,2021-07-13 04:35:00-04:00,1.47762,1.477715,1.47652,1.48162,2021-07-13 06:00:00-04:00,1.47756,1.477465,-2.4999999999986144,-0.209205020920415,time_stop,1.5,0.2,1.47808,1.47682
GBPAUD,long,2021-07-13 04:50:00-04:00,1.85168,1.851775,1.8505,1.85568,2021-07-13 06:00:00-04:00,1.85204,1.851945,1.7000000000000348,0.13333333333334493,time_stop,1.5,0.2,1.85716,1.8532
CHFJPY,long,2021-07-13 05:00:00-04:00,120.529,120.53849999999998,120.428,120.929,2021-07-13 05:10:00-04:00,120.428,120.41850000000001,-11.999999999997613,-1.0859728506786388,sl,1.5,0.2,120.734,120.54
USDCHF,long,2021-07-14 04:40:00-04:00,0.91804,0.918135,0.91718,0.92204,2021-07-14 06:00:00-04:00,0.91888,0.918785,6.499999999999284,0.680628272251206,time_stop,1.5,0.2,0.91922,0.91806
USDCHF,long,2021-07-15 03:45:00-04:00,0.91474,0.9148350000000001,0.91386,0.91874,2021-07-15 04:10:00-04:00,0.91386,0.9137649999999999,-10.700000000001264,-1.0974358974359606,sl,1.5,0.2,0.91548,0.91436
GBPUSD,long,2021-07-15 03:50:00-04:00,1.38285,1.3829449999999999,1.38175,1.38685,2021-07-15 03:55:00-04:00,1.38175,1.381655,-12.899999999997913,-1.079497907949765,sl,1.5,0.2,1.38621,1.38218
EURJPY,long,2021-07-15 03:50:00-04:00,129.92,129.9295,129.83,130.32,2021-07-15 06:00:00-04:00,130.083,130.0735,14.400000000000546,1.4472361809049015,time_stop,1.5,0.2,130.204,129.894
USDJPY,long,2021-07-15 04:05:00-04:00,109.804,109.81349999999999,109.74,110.20400000000001,2021-07-15 04:15:00-04:00,109.74,109.7305,-8.29999999999842,-1.1292517006801235,sl,1.5,0.2,110.028,109.819
GBPAUD,long,2021-07-15 04:05:00-04:00,1.85083,1.850925,1.84978,1.85483,2021-07-15 06:00:00-04:00,1.85826,1.858165,72.40000000000136,6.3231441048038795,time_stop,1.5,0.2,1.8548,1.85072
EURCHF,long,2021-07-15 04:50:00-04:00,1.08104,1.081135,1.0803800000000001,1.08504,2021-07-15 06:00:00-04:00,1.08064,1.080545,-5.899999999998684,-0.7814569536423763,time_stop,1.5,0.2,1.08255,1.08203
GBPCHF,long,2021-07-16 03:30:00-04:00,1.26875,1.268845,1.26794,1.27275,2021-07-16 04:15:00-04:00,1.27275,1.272655,38.10000000000091,4.209944751381625,tp,1.5,0.2,1.27118,1.26892
EURUSD,long,2021-07-16 04:15:00-04:00,1.18058,1.180675,1.17961,1.18458,2021-07-16 06:00:00-04:00,1.18176,1.181665,9.900000000000464,0.929577464788888,time_stop,1.5,0.2,1.1817,1.18021
AUDUSD,short,2021-07-16 05:25:00-04:00,0.74369,0.7435949999999999,0.7444,0.73969,2021-07-16 06:00:00-04:00,0.74354,0.743635,0.40000000000151026,0.049689440993972996,time_stop,1.5,0.2,0.74396,0.74149
