row_key,source_close_events_csv,variant_id,activation_rule_id,cycle_id,pair,side,close_reason,anchor_week_open_utc,start_timestamp_utc,close_timestamp_utc,fill_count,price_pnl_adr,price_pnl_usd,commission_usd,swap_usd,net_usd,min_pnl_adr,max_pnl_adr,geometry_source,geometry_regime,range_condition_pass,geometry_harvestable_candidate,matched_trigger_row_key,matched_trigger_displacement_timestamp_utc,minutes_from_trigger_to_start,start_trace_status,content_hash
RAW_GRID_T100_S020_GATE90_RAW_BOTH|0|AUDCAD|LONG|2022-01-12T13:40:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,,,AUDCAD,LONG,target,2022-01-10T00:00:00.000Z,,2022-01-12T13:40:00.000Z,3,0.764442,3.520934,-0.18,-0.11074,3.230193,-0.846559,0.764442,pair_week_fallback,harvestable_chop_candidate,true,true,,,,missing_start_timestamp,6D9A6EB313D865230755B3E29431D024AE75CF1CF3E90D5AA991C2B34E6AE442
RAW_GRID_T100_S020_GATE90_RAW_BOTH|1|AUDCAD|SHORT|2022-01-12T21:00:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,,,AUDCAD,SHORT,session_flatten,2022-01-10T00:00:00.000Z,,2022-01-12T21:00:00.000Z,4,-1.591672,-7.372708,-0.24,0.01059,-7.602118,-1.743469,0.188503,pair_week_fallback,harvestable_chop_candidate,true,true,,,,missing_start_timestamp,8C5B024815F8877B8177309AE71E2E7B5ED57FA675D628710E54CAD606BFA532
RAW_GRID_T100_S020_GATE90_RAW_BOTH|2|AUDCAD|SHORT|2022-01-13T15:20:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,,,AUDCAD,SHORT,target,2022-01-10T00:00:00.000Z,,2022-01-13T15:20:00.000Z,2,0.374997,1.747861,-0.12,0.009931,1.637791,-0.512943,0.450713,pair_week_fallback,harvestable_chop_candidate,true,true,,,,missing_start_timestamp,B5E51278B08A4786844C1F9DC1C537591D9F7761E68A83FD03FD42B5A182E960
RAW_GRID_T100_S020_GATE90_RAW_BOTH|3|AUDCAD|SHORT|2022-01-13T15:38:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,,,AUDCAD,SHORT,target,2022-01-10T00:00:00.000Z,,2022-01-13T15:38:00.000Z,1,0.117063,0.544689,-0.06,0.000007,0.484696,0,0.117063,pair_week_fallback,harvestable_chop_candidate,true,true,,,,missing_start_timestamp,C4E11BA9B8052143D82A133E3DC870FB65C469E049BEF635EF85FA4B958E5846
RAW_GRID_T100_S020_GATE90_RAW_BOTH|4|AUDCAD|SHORT|2022-01-13T17:15:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,,,AUDCAD,SHORT,target,2022-01-10T00:00:00.000Z,,2022-01-13T17:15:00.000Z,1,0.072305,0.336393,-0.06,0.000563,0.276955,-0.165268,0.072305,pair_week_fallback,harvestable_chop_candidate,true,true,,,,missing_start_timestamp,39B2452801FB4795B8A5D0A3BC83323C50E15D9CE343DA8B8C33E29D0BD6E391
RAW_GRID_T100_S020_GATE90_RAW_BOTH|5|AUDCHF|SHORT|2022-01-10T21:00:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,,,AUDCHF,SHORT,session_flatten,2022-01-10T00:00:00.000Z,,2022-01-10T21:00:00.000Z,2,-0.388652,-1.790498,-0.12,0.00084,-1.909658,-0.426096,0.051323,pair_week_fallback,harvestable_chop_candidate,true,true,,,,missing_start_timestamp,681E9633441A9D3EE37DB534C0205D7301B45CA8E8A205933B7DAEA65986BD4A
RAW_GRID_T100_S020_GATE90_RAW_BOTH|6|AUDCHF|SHORT|2022-01-11T06:45:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,,,AUDCHF,SHORT,target,2022-01-10T00:00:00.000Z,,2022-01-11T06:45:00.000Z,2,0.686427,3.17337,-0.12,0.004583,3.057954,-0.331733,0.686427,pair_week_fallback,harvestable_chop_candidate,true,true,,,,missing_start_timestamp,599D6E806B3D0A65029B2191AEB0912148A99023E14058374C942822237D5204
RAW_GRID_T100_S020_GATE90_RAW_BOTH|7|AUDCHF|LONG|2022-01-11T07:15:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,,,AUDCHF,LONG,target,2022-01-10T00:00:00.000Z,,2022-01-11T07:15:00.000Z,1,0.14521,0.669824,-0.06,-0.001465,0.608359,-0.009368,0.14521,pair_week_fallback,harvestable_chop_candidate,true,true,,,,missing_start_timestamp,0C09FEDFDD1306FD97C3E4CD3C06563E52F279445C3F280C1940A7B3BF4F01D1
RAW_GRID_T100_S020_GATE90_RAW_BOTH|8|AUDCHF|SHORT|2022-01-11T08:12:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,,,AUDCHF,SHORT,target,2022-01-10T00:00:00.000Z,,2022-01-11T08:12:00.000Z,1,0.102881,0.475516,-0.06,0.00034,0.415857,-0.112235,0.102881,pair_week_fallback,harvestable_chop_candidate,true,true,,,,missing_start_timestamp,6100743ED3E365CE07DF5039AB89E4B4AC35AF74EC1EBCCDA162C3A7E3CA0EBC
RAW_GRID_T100_S020_GATE90_RAW_BOTH|9|AUDCHF|SHORT|2022-01-11T08:35:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,,,AUDCHF,SHORT,target,2022-01-10T00:00:00.000Z,,2022-01-11T08:35:00.000Z,1,0.114565,0.529493,-0.06,0.000139,0.469632,-0.114564,0.114565,pair_week_fallback,harvestable_chop_candidate,true,true,,,,missing_start_timestamp,1AE91244BAA32CE4C25083E0EE07D422030A5850D3534FCE88F782446C997899
