variant_id,activation_rule_id,start_trace_status,rows,session_flatten_rows,target_rows,net_usd,avg_net_usd,gross_profit_usd,gross_loss_abs_usd,profit_factor,win_pct,avg_price_pnl_adr,avg_max_pnl_adr,avg_minutes_from_trigger_to_start,content_hash
RAW_GRID_T100_S020_GATE90_CANDIDATE_B,,missing_start_timestamp,1714,281,1433,521.476402,0.304245,2006.152804,1484.676402,1.351239,86.872812,0.066916,0.217054,,4F09F6BD2D80F4ABEAF3E50DE170E8BBEC72BDE13E11521E4D00286B287E67CE
RAW_GRID_T100_S020_GATE90_DAVID_CONTRA,,missing_start_timestamp,1682,277,1405,329.722166,0.19603,1991.726102,1662.003936,1.198388,86.741974,0.044582,0.222307,,B12EB8C0EE88CE1A293F4F0F33A7984676B01F10D3A98EBFF022216DD7E76E0D
RAW_GRID_T100_S020_GATE90_DAVID_STOCH_CONFIRM,,missing_start_timestamp,783,123,660,293.54327,0.374896,959.912073,666.368803,1.440512,87.61175,0.08778,0.230895,,53502EB43334292BE632A6745887E45DA8DB40605470D5828EAFC5EDFD010A9D
RAW_GRID_T100_S020_GATE90_RAW_BOTH,,missing_start_timestamp,3454,578,2876,858.600745,0.248582,4094.319193,3235.718448,1.265351,86.479444,0.056746,0.22143,,129B528B97051896AF2FF3241BACE3B44EAB21C3B49D1D657544AC92A7513FFD
RAW_GRID_T100_S020_GATE90_STOCH_CONTRA,,missing_start_timestamp,1105,182,923,306.821269,0.277666,1314.176479,1007.35521,1.304581,87.058824,0.074903,0.226166,,F3A08FD3A44BBBE7153DA2A1B2C73DE73CBC97217D690D50B73AEAFA3C2BA956
