row_key,source_close_events_csv,variant_id,pair,side,close_reason,close_timestamp_utc,anchor_week_open_utc,fill_count,adverse_fill_count,price_pnl_adr,min_pnl_adr,max_pnl_adr,cycle_quantum_adr,mfe_units,lock_floor_adr,lock_shadow_state,shadow_preserved_adr,content_hash
RAW_GRID_T100_S020_GATE90_RAW_BOTH|0|AUDCAD|LONG|2022-01-12T13:40:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCAD,LONG,target,2022-01-12T13:40:00.000Z,2022-01-10T00:00:00.000Z,3,2,0.764442,-0.846559,0.764442,0.2,3.82221,0.564442,protected_or_above_floor,0,617525F091A298891024A8D712BF1BC8E5CF4B9A95696418B0469C5AF5FD123D
RAW_GRID_T100_S020_GATE90_RAW_BOTH|1|AUDCAD|SHORT|2022-01-12T21:00:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCAD,SHORT,session_flatten,2022-01-12T21:00:00.000Z,2022-01-10T00:00:00.000Z,4,3,-1.591672,-1.743469,0.188503,0.2,0.942515,,no_lock_mfe,0,2C7C31707949E3911A6124A1A164BBF8A65FE9E1D63FA974B838C8379DC9CBD3
RAW_GRID_T100_S020_GATE90_RAW_BOTH|2|AUDCAD|SHORT|2022-01-13T15:20:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCAD,SHORT,target,2022-01-13T15:20:00.000Z,2022-01-10T00:00:00.000Z,2,1,0.374997,-0.512943,0.450713,0.2,2.253565,0.1,protected_or_above_floor,0,6FFF559639104D9AA0911F3BAEBC55F0D9CEEB4F669A4D4BD0ECBC7792B0091C
RAW_GRID_T100_S020_GATE90_RAW_BOTH|3|AUDCAD|SHORT|2022-01-13T15:38:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCAD,SHORT,target,2022-01-13T15:38:00.000Z,2022-01-10T00:00:00.000Z,1,0,0.117063,0,0.117063,0.2,0.585315,,no_lock_mfe,0,DCF47A0770FDF13FFA8A7377A0C01F21B2E6FA0CCB81143136C77595C4085E40
RAW_GRID_T100_S020_GATE90_RAW_BOTH|4|AUDCAD|SHORT|2022-01-13T17:15:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCAD,SHORT,target,2022-01-13T17:15:00.000Z,2022-01-10T00:00:00.000Z,1,0,0.072305,-0.165268,0.072305,0.2,0.361525,,no_lock_mfe,0,F022E2023CBDC92DE26E5068D62846B08A285F3789D35919C15250CC6F8539E2
RAW_GRID_T100_S020_GATE90_RAW_BOTH|5|AUDCHF|SHORT|2022-01-10T21:00:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,SHORT,session_flatten,2022-01-10T21:00:00.000Z,2022-01-10T00:00:00.000Z,2,1,-0.388652,-0.426096,0.051323,0.2,0.256615,,no_lock_mfe,0,4A9C6F13DD72F88969E88E07666FF5BA7979873FA729917FA82DF33184D9B164
RAW_GRID_T100_S020_GATE90_RAW_BOTH|6|AUDCHF|SHORT|2022-01-11T06:45:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,SHORT,target,2022-01-11T06:45:00.000Z,2022-01-10T00:00:00.000Z,2,1,0.686427,-0.331733,0.686427,0.2,3.432135,0.486427,protected_or_above_floor,0,58426D1B292671081BD50756DB811753696CC363A0706118817A57DC2342081E
RAW_GRID_T100_S020_GATE90_RAW_BOTH|7|AUDCHF|LONG|2022-01-11T07:15:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,LONG,target,2022-01-11T07:15:00.000Z,2022-01-10T00:00:00.000Z,1,0,0.14521,-0.009368,0.14521,0.2,0.72605,,no_lock_mfe,0,6EB05DC9FC0604C5B3E331EA4385878A2A119F6A6A7CDDE6F06FC07ED032F061
RAW_GRID_T100_S020_GATE90_RAW_BOTH|8|AUDCHF|SHORT|2022-01-11T08:12:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,SHORT,target,2022-01-11T08:12:00.000Z,2022-01-10T00:00:00.000Z,1,0,0.102881,-0.112235,0.102881,0.2,0.514405,,no_lock_mfe,0,8E3B5BA55F0BAD83A6A1A22A3D5E20BA9A91CB0675963BE42DE4864DD35EFC35
RAW_GRID_T100_S020_GATE90_RAW_BOTH|9|AUDCHF|SHORT|2022-01-11T08:35:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,SHORT,target,2022-01-11T08:35:00.000Z,2022-01-10T00:00:00.000Z,1,0,0.114565,-0.114564,0.114565,0.2,0.572825,,no_lock_mfe,0,3EAE19BB8D509E85E541244D0F230CD12F397D3E1B38844BA297EFD5CF36F11D
RAW_GRID_T100_S020_GATE90_RAW_BOTH|10|AUDCHF|LONG|2022-01-11T09:03:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,LONG,target,2022-01-11T09:03:00.000Z,2022-01-10T00:00:00.000Z,1,0,0.133436,-0.04916,0.133436,0.2,0.66718,,no_lock_mfe,0,4C28BFC11D65E864F3B2907E62BC24F306E76644D90225E9D11B32C1307C783E
RAW_GRID_T100_S020_GATE90_RAW_BOTH|11|AUDCHF|LONG|2022-01-11T09:29:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,LONG,target,2022-01-11T09:29:00.000Z,2022-01-10T00:00:00.000Z,1,0,0.1826,-0.021069,0.1826,0.2,0.913,,no_lock_mfe,0,D503EA1DC58EF0FD1F466DFCEE8E3B7118138BD663595D17980256912F103E44
RAW_GRID_T100_S020_GATE90_RAW_BOTH|12|AUDCHF|SHORT|2022-01-11T11:35:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,SHORT,target,2022-01-11T11:35:00.000Z,2022-01-10T00:00:00.000Z,1,0,0.116876,-0.100513,0.116876,0.2,0.58438,,no_lock_mfe,0,945912CB918B2F39DA9F7592068DE6855729338B77C67115386431CF8883DB97
RAW_GRID_T100_S020_GATE90_RAW_BOTH|13|AUDCHF|SHORT|2022-01-11T12:13:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,SHORT,target,2022-01-11T12:13:00.000Z,2022-01-10T00:00:00.000Z,1,0,0.102841,-0.002338,0.102841,0.2,0.514205,,no_lock_mfe,0,9E48A052FA75DB5660EE533E8EBDF3C51FC630546D7AE4F14C1DF8511100FAE0
RAW_GRID_T100_S020_GATE90_RAW_BOTH|14|AUDCHF|LONG|2022-01-11T15:31:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,LONG,target,2022-01-11T15:31:00.000Z,2022-01-10T00:00:00.000Z,2,1,0.400699,-0.236383,0.400699,0.2,2.003495,0.1,protected_or_above_floor,0,E10FF3B9EF351F055264C0A00B57C9EA05A2A6BA834C72DC3BC12873D9486DAE
RAW_GRID_T100_S020_GATE90_RAW_BOTH|15|AUDCHF|LONG|2022-01-11T16:05:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,LONG,target,2022-01-11T16:05:00.000Z,2022-01-10T00:00:00.000Z,1,0,0.107684,-0.117048,0.107684,0.2,0.53842,,no_lock_mfe,0,6D0B15C3531022455957D0CA3E216BCC1280101C6A8BAE9411EB8DE8EF0E715F
RAW_GRID_T100_S020_GATE90_RAW_BOTH|16|AUDCHF|LONG|2022-01-11T16:38:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,LONG,target,2022-01-11T16:38:00.000Z,2022-01-10T00:00:00.000Z,1,0,0.11237,-0.044479,0.11237,0.2,0.56185,,no_lock_mfe,0,35E803365064727450C422A6A95C930CE7DADA6AAC37512EA44BD813D98873FA
RAW_GRID_T100_S020_GATE90_RAW_BOTH|17|AUDCHF|SHORT|2022-01-11T21:00:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,SHORT,session_flatten,2022-01-11T21:00:00.000Z,2022-01-10T00:00:00.000Z,2,1,-0.149655,-0.355244,0.046756,0.2,0.23378,,no_lock_mfe,0,3789990C98835494DD7019882CF0E5B44CF2A028F7859AA5A5D33A17A1A99E77
RAW_GRID_T100_S020_GATE90_RAW_BOTH|18|AUDCHF|SHORT|2022-01-12T08:32:00.000Z,docs/research/gates/gate90/artifacts/oos-session-window-5w-oos4-adr010_ma50-s020-exp010-rsi506040-stoch100-3-100-6040/close-events.rows.csv,RAW_GRID_T100_S020_GATE90_RAW_BOTH,AUDCHF,SHORT,target,2022-01-12T08:32:00.000Z,2022-01-10T00:00:00.000Z,2,1,0.489846,-0.280155,0.489846,0.2,2.44923,0.1,protected_or_above_floor,0,FA1C2D54727BD42ED3508AF726250B808AFD8E9E64476036F73ACFDD96F1AD41
