row_key,week_open_utc,pair,candidate_b_side,path_efficiency_week,week_range_adr,range_ratio_pair,efficiency_bucket,range_floor_adr,range_condition_pass,range_expansion_bucket,geometry_regime,geometry_harvestable_candidate,all_in_cost_adr,cost_floor_multiple,cost_floor_quantum_adr,cost_safe_quantum_pass,grid_quantum_adr,signal_adr_brick,adaptive_spacing_formula_id,adaptive_spacing_raw_adr,adaptive_spacing_adr,adaptive_spacing_range_floor_adr,adaptive_range_condition_pass,adaptive_signal_adr_brick,adaptive_spacing_tradability_pass,trigger_candidates,long_trigger_candidates,short_trigger_candidates,first_trigger_timestamp_utc,family_alignment_long_context,family_alignment_short_context,content_hash
2022-02-07T00:00:00.000Z|AUDUSD,2022-02-07T00:00:00.000Z,AUDUSD,LONG,0.019244,2.393926,0.928359,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.797975,0.3,0.9,true,0.075,,3,3,0,2022-02-10T13:38:00.000Z,0.341703,-1.42392,3FD6C03CD844B2BFD43A4352E68CE03FA8DDFC76E0A128C0DCCAD58721F6A079
2022-02-07T00:00:00.000Z|CADCHF,2022-02-07T00:00:00.000Z,CADCHF,LONG,0.009559,1.235587,0.867225,low,0.6,true,compressed,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.411862,0.3,0.9,true,0.075,,4,0,4,2022-02-10T13:58:00.000Z,0.215833,-0.511174,09608FBC2BF688D346D13B18C9084FF89B74AF178E1C99F492EF84659097C900
2022-02-07T00:00:00.000Z|CADJPY,2022-02-07T00:00:00.000Z,CADJPY,LONG,0.016856,2.039419,0.922598,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.679806,0.3,0.9,true,0.075,,4,0,4,2022-02-07T16:17:00.000Z,0.215833,-1.248497,FCF5C002DBC3571AAF6D552C9D37690D512D7994D1E3B8F21432A199E904CE6E
2022-02-07T00:00:00.000Z|CHFJPY,2022-02-07T00:00:00.000Z,CHFJPY,LONG,0.009877,2.080363,1.084031,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.693454,0.3,0.9,true,0.075,,6,2,4,2022-02-10T16:13:00.000Z,-0.511174,-1.248497,38E2552BDA8A5ED23C0772F2DD8C6CAD3B3E5654E1DCBBD79C9BDE1CA9264CB0
2022-02-07T00:00:00.000Z|EURAUD,2022-02-07T00:00:00.000Z,EURAUD,LONG,0.028079,2.280333,1.308935,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.760111,0.3,0.9,true,0.075,,2,2,0,2022-02-07T15:48:00.000Z,-1.42392,1.088094,2401139AAEB197065DBBD9D26F28070FFD23D4B2AA8876D3531BCE55DC92077F
2022-02-07T00:00:00.000Z|EURCAD,2022-02-07T00:00:00.000Z,EURCAD,LONG,0.015922,1.323129,1.159372,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.441043,0.3,0.9,true,0.075,,0,0,0,,-1.088094,0.215833,A95C01C78C3CDD48E3AC1B67FB56CF793A53DCA8E78B675B84D517ED59DD6C03
2022-02-07T00:00:00.000Z|EURCHF,2022-02-07T00:00:00.000Z,EURCHF,LONG,0.009311,1.365216,1.144379,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.455072,0.3,0.9,true,0.075,,3,0,3,2022-02-10T14:59:00.000Z,-1.088094,-0.511174,14012BA37B09D8B6F071A49197858A1E987DABEBC0036D90647DED72B7F6A83C
2022-02-07T00:00:00.000Z|EURGBP,2022-02-07T00:00:00.000Z,EURGBP,LONG,0.021279,1.966198,1.506387,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.655399,0.3,0.9,true,0.075,,2,2,0,2022-02-11T06:59:00.000Z,-1.088094,0.483544,30CBC59ABEA1A6FD02ED02321DC65394DC1EC6E7AEF0B46C7A35BF1EA4E1FF28
2022-02-07T00:00:00.000Z|EURJPY,2022-02-07T00:00:00.000Z,EURJPY,LONG,0.002017,2.144688,1.12959,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.714896,0.3,0.9,true,0.075,,0,0,0,,-1.088094,-1.248497,600D770D18E1549B2D316619DAF0528A3DB7E105F47FB293AA5DD96D2EED6C78
2022-02-07T00:00:00.000Z|EURNZD,2022-02-07T00:00:00.000Z,EURNZD,LONG,0.02512,2.058054,1.222866,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.686018,0.3,0.9,true,0.075,,0,0,0,,-1.088094,1.066171,C428C13C37E0A367F55E86918E894E82ED4DDA7BE4AC606EBF2BB687A6558FB8
2022-02-07T00:00:00.000Z|EURUSD,2022-02-07T00:00:00.000Z,EURUSD,SHORT,0.008173,1.462312,0.978282,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.487437,0.3,0.9,true,0.075,,2,2,0,2022-02-10T15:00:00.000Z,-1.088094,-0.341703,A477B63591C76A723947B300F3ABF345EEA1FF14ED8264263424CF6D95D1C3B6
2022-02-07T00:00:00.000Z|GBPAUD,2022-02-07T00:00:00.000Z,GBPAUD,LONG,0.015149,2.153245,1.173016,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.717748,0.3,0.9,true,0.075,,2,0,2,2022-02-10T13:39:00.000Z,-1.42392,-0.483544,6B4DBDFC03154445763FC33C4E0650CD076E4BCB5DDDBCECAA6603C14F41DFD2
2022-02-07T00:00:00.000Z|GBPCAD,2022-02-07T00:00:00.000Z,GBPCAD,LONG,0.001068,1.390642,1.151981,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.463547,0.3,0.9,true,0.075,,1,0,1,2022-02-10T15:39:00.000Z,-0.215833,-0.483544,C70B986E1E8233C21385BFBD6E195EE89384401389A6E157B1FD37B26FC6D5CB
2022-02-07T00:00:00.000Z|GBPCHF,2022-02-07T00:00:00.000Z,GBPCHF,LONG,0.012306,1.734185,0.954333,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.578062,0.3,0.9,true,0.075,,3,0,3,2022-02-08T11:56:00.000Z,0.483544,-0.511174,128A59DB0C531525B4305B72A958382B3539D1F37979BC4C8AF4913F2EE2D4FD
2022-02-07T00:00:00.000Z|GBPJPY,2022-02-07T00:00:00.000Z,GBPJPY,LONG,0.019846,3.024501,1.107249,low,0.6,true,expanded,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,1.008167,0.3,0.9,true,0.075,,2,2,0,2022-02-09T17:58:00.000Z,0.483544,-1.248497,6F94F29F767D6CC38B6254BB189A3A1EFE6D7F852BD9C284ACD317F9323C339F
2022-02-07T00:00:00.000Z|GBPNZD,2022-02-07T00:00:00.000Z,GBPNZD,LONG,0.010915,1.765913,1.026029,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.588638,0.3,0.9,true,0.075,,4,2,2,2022-02-11T08:06:00.000Z,-1.066171,-0.483544,0A97FBD4CFD13852FEE4A3D34AEDA9327F309A60DA02731DDE84C7EA8555165B
2022-02-07T00:00:00.000Z|GBPUSD,2022-02-07T00:00:00.000Z,GBPUSD,SHORT,0.010613,1.819128,0.910627,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.606376,0.3,0.9,true,0.075,,2,0,2,2022-02-09T08:02:00.000Z,0.341703,-0.483544,F126C6D96EFE48E1D35E4830BE9A254687D230CCC9E883CB7A3765C31059A348
2022-02-07T00:00:00.000Z|NZDCAD,2022-02-07T00:00:00.000Z,NZDCAD,LONG,0.012081,1.998319,1.065376,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.666106,0.3,0.9,true,0.075,,4,1,3,2022-02-10T13:38:00.000Z,-0.215833,-1.066171,159F0D81DBE38998C6258C7B6E1582F5EFD35526666D95D20C1F6B2CAD11BCA3
2022-02-07T00:00:00.000Z|NZDCHF,2022-02-07T00:00:00.000Z,NZDCHF,LONG,0.017994,2.126697,1.020536,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.708899,0.3,0.9,true,0.075,,1,0,1,2022-02-10T17:47:00.000Z,0.511174,-1.066171,C8BED7C64B736CB291C452545118C5BA2A5217BFAC80B3DA6C3687287AD762DD
2022-02-07T00:00:00.000Z|NZDJPY,2022-02-07T00:00:00.000Z,NZDJPY,LONG,0.023402,2.73313,1.075856,low,0.6,true,normal,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.911043,0.3,0.9,true,0.075,,0,0,0,,1.066171,-1.248497,33A66DF1314590B734B7A5B37E745E1A597C659E38359DB9A9417375CAE70175
2022-02-07T00:00:00.000Z|NZDUSD,2022-02-07T00:00:00.000Z,NZDUSD,SHORT,0.016103,1.987933,0.884741,low,0.6,true,compressed,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.662644,0.3,0.9,true,0.075,,3,1,2,2022-02-10T15:10:00.000Z,0.341703,-1.066171,4DAFB022E857E55B97E8213FF357B765B762515CBADCDE3CFF9E30C83BBE567E
2022-02-07T00:00:00.000Z|USDCAD,2022-02-07T00:00:00.000Z,USDCAD,LONG,0.009478,1.324694,0.779764,low,0.6,true,compressed,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.441565,0.3,0.9,true,0.075,,5,2,3,2022-02-10T14:39:00.000Z,-0.341703,0.215833,37B99A8A11584006EDDF0722C13B745BC602B03D62C79C66803EF8962759BF0B
2022-02-07T00:00:00.000Z|USDCHF,2022-02-07T00:00:00.000Z,USDCHF,LONG,0.001673,1.135123,0.812679,low,0.6,true,compressed,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.378374,0.3,0.9,true,0.075,,3,1,2,2022-02-10T15:06:00.000Z,-0.341703,-0.511174,8BE0D56D6F19072409B084A3A3EF799D5497FDD49877FA3E45A8C6968BEDCA5B
2022-02-07T00:00:00.000Z|USDJPY,2022-02-07T00:00:00.000Z,USDJPY,SHORT,0.014122,2.112208,0.71675,low,0.6,true,compressed,harvestable_chop_candidate,true,,8,,,0.2,0.05,gate90d_range_box_slots_cost_clamped_v0,0.704069,0.3,0.9,true,0.075,,6,2,4,2022-02-10T15:31:00.000Z,-0.341703,-1.248497,0CAF7135ED9C8130E28E9E63EA8F27FDA51214E6D9EE4B55C89FA2D3EB935559
